smiles,solub
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4c(C)n(C)nc4CN5CCCC5)C(=O)NS(=O)(=O)c6cccc(c6)C(=O)O)cc(C)c1Cl,1.0
Cc1ccc(cc1C)C2N(Cc3ccccc3)C(=O)c4ccc(cc24)C(F)(F)F,0.0
Cc1cc(C)c([nH]1)C(=O)Nc2cccc(c2)S(=O)(=O)N3CCCC3,1.0
Fc1ccc2ncc(C(=O)N3CCN(CC3)C(=O)C4CC4)c(N5CCC6(CCCO6)CC5)c2c1,1.0
Cc1cc(OCCCc2c(nn3c(cccc23)c4c(C)nn(C)c4C)C(=O)O)cc(C)c1Cl,1.0
O=C(Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)c3ccc(CCN4CCc5ccccc5C4)cc3,0.0
CCN(c1ccc(CCO)cc1)c2cc(Nc3ccc(OCCN)c(Cl)c3)ncn2,1.0
Clc1cc(Cl)c(C(=O)NC2=Nc3sccc3C(=O)S2)c(Cl)c1,0.0
CC(C)C(=O)N1CCc2c(C1)sc3N(Cc4cccc(c4)C(F)(F)F)C(=O)N(C(=O)c23)c5ccccc5,0.0
Brc1ccccc1CN2CCN(CC2)c3ccccn3,1.0
CCc1cccc(CC)c1N2C(=C(C=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C(=O)N5CCNCC5C(=O)O)CC(C)C,1.0
CN1C(=O)N(C)c2nc(NC3CCCCC3)n(Cc4cccc(C)c4)c2C1=O,0.0
CC(C)(C)n1cnc2cc(NCc3ccc(cc3)C(F)(F)F)ccc12,0.0
CC(=O)N1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)c3ccc(CN4CCc5ccccc5C4)cc3)cc2,0.0
CCS(=O)(=O)c1nc(cc(n1)C(F)(F)F)c2ccc(Cl)cc2,0.0
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4cccn4C)C(=O)NS(=O)(=O)c5ccccc5)cc(C)c1Cl,0.0
Brc1ccc2c(OCC3CCCCN3S2(=O)=O)c1,1.0
COc1ccc(cc1)C2=Nc3ccc(Br)cc3C(N2CCN)c4ccccc4,1.0
Cc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccccc3C4CC4,0.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)Nc5cc(ccc5F)C(=O)O,1.0
COCCNC(=O)c1ccc(CN2C(=S)Nc3cc4OCOc4cc3C2=O)cc1,0.0
CCc1cccc(CC)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CCC3,0.0
O=C(N1CCN(CC1)c2ccc(cc2)C#N)c3cnc(N4CCCCC4)c5ccccc35,0.0
Cc1cc(OCCCc2c(n(CC(=O)Nc3cc(C(=O)O)c4ccn(C)c4c3)c5c(c(Cl)ccc25)c6c(C)nn(C)c6C)C(F)(F)F)cc(C)c1Cl,0.0
Cc1cc(O)n2nc(NC(=O)c3cccnc3)nc2n1,1.0
COc1ccc(N)cc1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3,0.0
CC(=O)c1ccc(cc1)N=[N+]=[N-],1.0
[O-][n+]1onc(C(=O)c2ccc(cc2)c3ccccc3)c1C(=O)c4ccc(cc4)c5ccccc5,0.0
Cc1ccccc1C(=O)N2CCc3cc(ccc23)c4nc(NC(=O)Cc5ccc(OCCOCCOCCNC(=O)OC(C)(C)C)cc5)sc4C,0.0
Oc1c(Cl)cc(cc1Cl)c2ccncc2,1.0
COc1cccc(c1)c2csc(NC(=O)c3ccc(cc3NS(=O)(=O)c4ccc(C)cc4)C(F)(F)F)n2,0.0
Cc1ccc(cc1C)c2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)C)c4ccccc4n2,0.0
Fc1ccc2oc(NC3=NC(C4=C(CCCC4=O)N3)c5n[nH]cc5Cl)nc2c1,0.0
CN1C(=O)N(C)c2nc(OC3CCN(CC3)C(=O)C4CC4)n(Cc5cccc(C)c5)c2C1=O,1.0
Cc1cc(OCCCc2c(C(=O)NCc3oc(cc3)C(=O)O)n(C)c4c(cccc24)c5c(C)nn(C)c5C)cc(C)c1Cl,1.0
Fc1cccc(F)c1C(=O)NC2=Nc3sccc3C(=O)S2,1.0
Cc1cccc(CN2[C@H]3C=CC(=O)[C@@H]2[C@@H]4[C@H]3C(=O)N(C4=O)c5cccc(Br)c5)c1,1.0
Oc1ccc(F)cc1CNc2ccc(cc2)S(=O)(=O)Nc3nccs3,1.0
Cc1ccc(cc1)S(=O)(=O)Nc2cc(ccc2C(=O)Nc3nc(cs3)c4ccccc4)C(F)(F)F,0.0
CN(C(=O)c1[nH]c2c(cccc2c1CCCOc3cc(C)c(Cl)c(C)c3)c4c(C)nn(C)c4C)c5cccc(c5)C(=O)O,1.0
NS(=O)(=O)c1ccc(Cc2c(c3cccc(c3)c4ccccc4)n(nc2C5(CC5)C(F)(F)F)c6nc(cs6)C(=O)O)cc1F,1.0
COc1cccc(c1)c2csc(NC(=O)c3ccncc3NS(=O)(=O)c4ccc(C)cc4)n2,1.0
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)NCc1occc1,1.0
Cc1ccccc1S(=O)(=O)NC(=O)c2[nH]c3ccccc3c2CCCOc4cc(C)c(Cl)c(C)c4,0.0
CCCC1=C(C2CC2)C(=N)c3ccccc3N1C,1.0
CC(=O)Nc1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,1.0
Cc1cc(SCc2sc(nc2C)c3ccc(Cl)c(c3)C(F)(F)F)ccc1OCC(=O)O,1.0
FC(F)(F)S(=O)(=O)c1cccc(NC(=O)c2ccccc2NC(=O)c3ccccc3OCC=C)c1,0.0
Cc1ccc(Cl)c(c1)N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3,0.0
CCN1CCc2c(C1)sc(NC(=O)Nc3ccc(Cl)c(Cl)c3)c2C(=O)N,0.0
Cc1cc(OCCCc2c(C)n(CCC(=O)NS(=O)(=O)c3cccc(c3)[N+](=O)[O-])c4c(cccc24)c5c(C)nn(C)c5C)cc(C)c1Cl,1.0
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4cccnc4C)C(=O)NS(=O)(=O)c5ccccc5)cc(C)c1Cl,0.0
Cc1cc(OCCCc2c([nH]c3cc(Cl)ccc23)C(=O)NS(=O)(=O)c4oc(cc4)C(=O)NC5CCOCC5)cc(C)c1Cl,1.0
COc1ccc(cc1F)c2ccc(Nc3nc(nc4ccccc34)c5ccncc5)cc2F,0.0
CCNC(=O)[C@H](NS(=O)(=O)c1ccc2NC(=O)C=Cc2c1)c3ccc(O)cc3,1.0
CCC(=O)NC(c1cccs1)c2cc(c3cccnc3c2O)[N+](=O)[O-],1.0
CN(C(=O)C1=NNC(=O)c2ccccc12)c3cc(ccc3N4CCOCC4)C(F)(F)F,0.0
COc1ccc(cc1COc2c(C)cc(N)cc2C)C3Nc4ccccc4C(=O)N3Cc5occc5,0.0
FC(F)(F)c1cccc(c1)N2CCN(CC2)C(=S)Nc3cc[nH]n3,1.0
OC(=O)c1csc(n1)n2cc(Cc3ccc(cc3)C(F)(F)F)c(n2)c4ccccc4,1.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)O)c3cccc(O)c3)cc(C)c1Cl,0.0
CCOc1ccc(CCNC(=O)c2ccc3ccccc3n2)cc1OCC,0.0
NS(=O)(=O)c1ccc(Cc2c(nn(c2C3CC3)c4nc(cs4)C(=O)O)c5ccccc5)cc1,1.0
Cc1ccc(cc1)n2ncc3c(Nc4ccc(O)c(F)c4F)ncnc23,1.0
Cc1cc(C)nc(NC(=S)N2CCN(CCc3ccc(cc3)C(F)(F)F)CC2)c1,1.0
O[C@@H]1Cc2c(O)cc(O)c([C@H]3[C@H](O)[C@H](Oc4cc(O)cc(O)c34)c5ccc(O)c(O)c5)c2O[C@H]1c6ccc(O)c(O)c6,1.0
FC1(F)Oc2cccc(C(=O)N3CCC4(CCCN(C4)C(c5ccccc5)c6ccccc6)CC3)c2O1,0.0
Cc1nc(sc1CSc2nc3ccccc3s2)c4ccc(c(F)c4)C(F)(F)F,0.0
Oc1c(Cl)cc(C=C2C(=O)Nc3c(Cl)cccc23)cc1Cl,0.0
Cc1ccccc1S(=O)(=O)N2CCc3cc(ccc23)c4nc(NC(=O)Cc5ccc(Cl)cc5)sc4C,0.0
C=Cc1ccc(CN2CCCC(CCC(=O)N3CCN(CC3)c4ccccn4)C2)cc1,1.0
COc1cccc(c1)c2oc(cn2)C(=O)Nc3nc(C)cs3,0.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)S(=O)(=O)C,0.0
CCCCN1C(=O)Nc2cc(ccc2C1=O)C(=O)NCCN3CCCCC3,1.0
CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)C(=O)NCC3(CCCCC3)N4CCCCC4,1.0
CN(C)S(=O)(=O)c1ccc2N3C(=C(C)OC3=NC(=O)c2c1)C,1.0
CNC1CCC(CC1)N(Cc2ccc(OC)c(c2)c3ccc(cc3)C#N)C(=O)c4sc5ccccc5c4Cl,1.0
CCOC(=O)N1CCN(Cc2cc3ccccc3n2Cc4cccc(C)c4)CC1,0.0
CN1C(=O)N(C)c2nc(Oc3ccc(cc3)C(=O)NC4CC4)n(Cc5cccc(C)c5)c2C1=O,1.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccc(Cl)cc4Cl)C(=O)Nc5nncs5,0.0
COc1ccc(NC(=O)c2cccc(c2)n3cccn3)cc1S(=O)(=O)N4CCOCC4,1.0
CC(C)(C)n1cnc2cc(ccc12)C(=O)N3CCCCC3,1.0
CCN(c1ccc(CCO)cc1)c2cc(Nc3ccc(O)c(c3)C#N)ncn2,1.0
Cc1cnc(nc1NCC2CN(C2)c3cnccn3)c4ccccc4C(F)F,1.0
O=C(Nc1ccc(cc1)N2CCOCC2)c3ccc(CN4CCc5ccccc5C4)cc3,0.0
COc1cc(NC(C)CCCNC(=O)C2CCN(CC2)C(=O)c3oc4ccccc4c3)c5ncccc5c1,0.0
Oc1cc2OCOc2cc1CN3CCN(CC3)c4ncccn4,0.0
Cc1ccc(cc1)C(=O)Nc2nc3nc(C)cc(N)n3n2,1.0
Cc1cc(nn1C(C)(C)C)C(=O)NNS(=O)(=O)c2ccc(cc2)S(=O)(=O)N,1.0
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4c(C)nn(C)c4C)C(=O)NS(=O)(=O)c5oc(cc5)C(=O)NCc6ccccc6N)cc(C)c1Cl,1.0
FC(F)(F)c1cccc(c1)N2CCN(CC2)C(=S)Nc3nc(c[nH]3)c4ccccc4,0.0
CCc1cccc(CC)c1N2C3=C(C=C(C2=O)c4nc(c(C)s4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3,0.0
CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)C(F)(F)F,1.0
CN1CCN(CC1)[C@H](c2ccccc2)c3ccc(Cl)cc3,1.0
Cc1oc(Cc2cnc(NC(=O)c3ccn(n3)c4ccccc4)s2)cc1,0.0
Cc1ccc(cc1)c2csc(NC(=O)c3ccccc3NS(=O)(=O)c4ccc(C)cc4)n2,0.0
FC(F)(F)c1ccccc1C(NS(=O)(=O)c2ccc3NC(=O)C=Cc3c2)C(=O)N(Cc4occc4)Cc5cccs5,0.0
Cc1ccc(cc1)N2C(=O)C3(C)OC24CCCCC4SC3C(=O)c5ccccc5,0.0
CCN(c1ccc(OC)cc1)c2cc(Nc3cc(Cl)c(O)c(Cl)c3)ncn2,0.0
CC(=O)c1ccc2N(C(=O)Oc3cccc(Cl)c3)C(=O)Oc2c1,1.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)Nc5ccccc5Cl,0.0
CCn1nc(cc1C)C(=O)NNS(=O)(=O)c2ccc(cc2)C(C)(C)C,1.0
COc1cccc2C=C(C(=O)CC3(O)C(=O)N(Cc4ccccc4)c5ccccc35)C(=O)Oc12,0.0
FC(F)Oc1ccc(CNC(=O)N2C3CCC2C=C(C3)c4ccc(c(F)c4)c5cc(F)nc(F)c5)cc1,0.0
NS(=O)(=O)c1ccc(Cc2c(nn(c2C#N)c3nc(cs3)C(=O)O)c4ccccc4)cc1,1.0
CCc1cccc(CC)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(cc5)C(=O)O)C(=O)CC(C)(C)C3,1.0
CN(C)S(=O)(=O)c1ccc(N2CCOCC2)c(c1)C(=O)Nc3nc(C)cs3,0.0
OCc1cccc(n1)c2ccc(\C=C/3\NC(=O)N(C3=O)c4cccc(Cl)c4)cc2,0.0
CC(C)CCn1c(nc2ccccc12)C(=O)N3CCN(CC3)C(=O)C4CC4,1.0
CCN(CC)CCn1c(OC2CCN(CC2)C(=O)C3CC3)nc4N(C)C(=O)N(C)C(=O)c14,1.0
CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(s4)c5ccncc5)n3CC(C)(C)O,0.0
CC1=C(C(N=C(Nc2oc3ccc(C)cc3n2)N1)c4ccccc4Cl)C(=O)Nc5nnc(s5)c6cccnc6,0.0
CC1(CCN(CC1)c2c(cnc3c(F)cc(F)cc23)C(=O)N4CCN(CC4)S(=O)(=O)C)C#N,1.0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(OC)c(Br)c2)cc1,0.0
Cc1ccc(cc1c2cccc(N)c2)c3nn(cc3Cc4ccc(cc4)S(=O)(=O)N)c5nc(cs5)C(=O)O,1.0
COc1ccc(cc1)n2ncc3C(CCCc23)NC(=O)c4ccc(C)c(Cl)c4,0.0
CC1CC(C)(CC(C(O)CC2CC(=O)NC(=O)C2)C1=O)OC(=O)C,1.0
CN(C)CCN(C)c1cc(cc(c1)C(=O)O)N2CCCn3c(C2=O)c(CCCOc4cc(C)c(Cl)c(C)c4)c5ccc(Cl)c(c6c(C)nn(C)c6C)c35,1.0
CCOc1ccccc1C(=O)NC2=Nc3sccc3C(=O)S2,0.0
C1NCC1Nc2cccc(n2)c3cnc4ccc(cn34)c5cn[nH]c5,1.0
COc1ccc(cc1)C2=Nc3ccc(Br)cc3C(N2CC(=O)N4CCOCC4)c5ccccc5,1.0
CN(C)c1ccc(cc1)c2nc(Nc3ccc(F)c(F)c3)c4ccccc4n2,0.0
CN1C2=C(CCCC2)C(=N)c3ccccc13,1.0
CCn1c(SCc2ccc(cc2)C#N)nnc1c3ccnc(N)c3,1.0
O=C(Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,0.0
OC(=O)c1csc(n1)n2nc(c3ccc(F)c(F)c3)c4cccc(O)c24,0.0
CN(C)S(=O)(=O)N1CCN(CC1)c2ccc(OCc3nn(C)c(C)c3c4cccc5c(CCCOc6cccc7ccccc67)c(C(=O)O)n(Cc8cccnc8)c45)cc2,0.0
CCN1CCN(CC1)C(c2ccccc2)c3ccc(Br)cc3,1.0
CCCCN1C(=O)Nc2cc(ccc2C1=O)C(=O)NCCN(CCC)CCC,1.0
COc1nc(NCc2cccc(Cl)c2)c3cc(ccc3n1)c4c(C)onc4C,0.0
Cc1ccc(cc1)S(=O)(=O)n2cc(C(=O)Nc3nc(cs3)c4ccccc4)c5ccccc25,0.0
CCCC(=O)N(CCCNC(=O)C1CCN(CC1)C(=O)c2oc3ccccc3c2)Cc4ccccc4,1.0
Cc1ccc(cc1c2ccncc2)c3nn(cc3Cc4ccc(cc4)S(=O)(=O)N)c5nc(cs5)C(=O)O,1.0
N#Cc1nc(oc1NCc2ccccc2)c3cccc4ccccc34,0.0
CN1C(=O)N(C)c2nc(Oc3ccc(cc3)c4nccs4)n(Cc5cccc(C)c5)c2C1=O,0.0
CC1Cc2cc(ccc2N1C(=O)C)S(=O)(=O)N3CCN(CC3)c4ccc(cc4)[N+](=O)[O-],0.0
CCOc1ccc(CNc2ccc3ccccc3c2)cc1,0.0
COc1cccc(NC(=O)c2ccc(NC(=O)c3ccc(F)c(c3)C#N)cc2)c1,0.0
OCCCN1C(c2ccccc2)c3cc(Br)ccc3N=C1c4ccccc4,1.0
CN(C)S(=O)(=O)c1ccc(cc1)S(=O)(=O)N(Cc2ccccc2Cl)Cc3ccccc3Cl,0.0
Cc1ccc(NS(=O)(=O)c2cccc(c2)C(=O)Nc3nc(cs3)c4ccccc4)cc1,0.0
CN1CCN(CC1)c2nc3N(C)C(=O)N(C)C(=O)c3n2Cc4cccc(C)c4,1.0
COc1ccc(cc1)n2ncc3C(CCCc23)NC(=O)c4cccc(Cl)c4,0.0
CC(N1CCCC2(CCN(CC2)C(=O)c3c(C)onc3C)C1)c4ccccc4,1.0
OCCC1CN(Cc2cc(O)c3ccccc3n2)CCN1Cc4ccccc4Cl,1.0
CCc1cccc(C)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccccc5)C(=O)CCC3,0.0
Cc1onc(C)c1C(=O)N2CCC3(CCCN(Cc4ccccc4)C3)CC2,0.0
Cc1cc(OCCCc2c3C(=O)N(Cc4cc(C(=O)O)n(Cc5ccccc5)c4)CCCn3c6c(cccc26)c7c(C)nn(C)c7C)cc(C)c1Cl,0.0
Cc1cccc(c1)n2cnc3cc(ccc23)C(=O)N4CCCC(C)(C)C4,1.0
CC(N1CCN(CC1)C(=S)Nc2cc(C)cc(C)n2)c3ccc(cc3)C(F)(F)F,0.0
O=C(Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)c3ccc(CN4CCC(CC4)c5ccccc5)cc3,0.0
COc1ccc(NC(=O)N2C(=O)Oc3cc(ccc23)C(=O)C)cc1,1.0
Cc1ncoc1C(=O)N2CCC3(CCCN(C3)C(c4ccccc4)c5ccccc5)CC2,0.0
Cc1cc(OCCCc2c3C(=O)N(CCCn3c4c(c(Cl)ccc24)c5c(C)nn(C)c5C)c6cccc(c6)C(=O)O)cc(C)c1Cl,1.0
CCc1cccc(CC)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5cccnc5)C(=O)CC(C)(C)C3,0.0
Cc1ccccc1c2cccc3c(CCCOc4cc(C)c(Cl)c(C)c4)c([nH]c23)C(=O)O,0.0
C[C@@H]1CCN(C2CC2)S(=O)(=O)c3ccc(F)cc3O1,1.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)Nc5cncc(c5)C(=O)O,1.0
CNC1CCC(CC1)N(Cc2cc(ccc2OC)c3ccncc3)C(=O)c4sc5ccccc5c4Cl,1.0
Cc1cc(OCCCc2c([nH]c3c(cccc23)c4c(C)n[nH]c4C)C(=O)NCc5oc(cc5)C(=O)O)cc(C)c1Cl,0.0
CN(C)S(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc2ccccc2N3CCCC3,1.0
OCCn1c(CCNC(=O)C2CCCCC2)nc3ccccc13,1.0
CCN(c1ccc(CCO)cc1)c2cc(Nc3ccc(Cl)c(Cl)c3)ncn2,0.0
CC(=O)N1CCN(CC1)c2ccc(NC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,1.0
O=C(Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ccccc3)c4ccc(CN5CCc6ccccc6C5)cc4,0.0
CN1N(C(=O)C(=C1C)NC2=C(Cl)C(=O)N(C2=O)c3ccccc3)c4ccccc4,0.0
COc1ccc2nc(O)c(cc2c1)c3noc(n3)c4ccc(F)cc4,0.0
OC(=O)c1csc(n1)n2nc(cc2c3ccccc3)c4ccccc4,1.0
CC(C)Sc1ncc(Cl)c(n1)C(=O)Nc2c(C)cccc2C,0.0
CCOC(=O)c1c(N)sc2CN(CCc12)C(=O)c3ccccc3,1.0
CN(Cc1cccs1)C(=O)[C@H](NS(=O)(=O)c2ccc3NC(=O)C=Cc3c2)c4ccc(O)cc4,1.0
COc1ccc(cc1)c2oc3ccc(NC(=O)c4ccc(C)c(c4)[N+](=O)[O-])cc3n2,0.0
FC(F)(F)c1ccc(Cc2cnc(NC(=O)c3ccn(n3)c4cccnc4)s2)cc1,0.0
Cc1nc(NC(=O)c2cc(ccc2N3CCCC3)S(=O)(=O)N4CCCCC4)sc1C,0.0
COc1ccc2ncc(C(=O)N3CCN(CC3)C(=O)C4CC4)c(N5C[C@@H](C)O[C@@H](C)C5)c2c1,1.0
CC(C)CCn1c(CN2CCN(CC2)c3ncc(C)s3)nc4N(C)C(=O)N(C)C(=O)c14,1.0
CN1CCN(CC1)c2cc(ccn2)c3nc(Nc4ccc(F)c(F)c4)c5ccccc5n3,0.0
CCOC(=O)C1CCN(CC1)C(=O)C2(CCCCC2)NC(=O)Nc3ccc(F)cc3F,1.0
COc1ccc(cc1)C2Nc3ccccc3C(=O)N2Cc4occc4,1.0
CN(C)S(=O)(=O)c1cccc(c1)S(=O)(=O)Nc2cccc(c2)N3CCCCC3,1.0
Oc1cc(Br)ccc1CNc2ccc(cc2)S(=O)(=O)Nc3ccccc3,0.0
[O-][n+]1onc(C(=O)c2ccc(Cl)cc2)c1C(=O)c3ccc(Cl)cc3,1.0
FC(F)(F)C1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)Nc5nncs5,1.0
COc1ccc(cc1)C2=Nc3ccc(C)cc3C(N2CC(=O)NN)c4ccccc4,1.0
CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccc(cc5F)S(=O)(=O)C)C(=O)OC(C)(C)C,0.0
CC(C)(C)c1cc(O)c(O)c(CN2CCN(CC2)c3ncccn3)c1,0.0
COc1ccc(cc1S(=O)(=O)N(CCN(C)C)c2ccc(Br)cc2)[N+](=O)[O-],1.0
O=C(Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)c3ccc4ccccc4c3,0.0
FC(F)(F)c1cccc(NS(=O)(=O)c2ccc3OCOc3c2)c1,1.0
CN1C(=O)N(C)c2nc(N3CCS(=O)(=O)CC3)n(Cc4cccc(C)c4)c2C1=O,1.0
Cn1cc(cn1)c2ccc3ncc(c4cccc(NC5CNC5)n4)n3c2,1.0
Clc1ccc2ncc(c3cccc(NC4CCNC4)n3)n2c1,1.0
FC(F)(F)c1ccc(Cc2cnc(NC(=O)CCCc3ccccc3)s2)cc1,0.0
Cc1cc(c(C)n1c2cccc(c2)C(F)(F)F)c3nnc4CCCCCn34,1.0
Fc1ccc2c(OCCCN(C3CC3)S2(=O)=O)c1,1.0
CNC(=O)c1ccc(Oc2nc3N(C)C(=O)N(C)C(=O)c3n2Cc4cccc(C)c4)cc1,0.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)NCc5cccc(CO)c5,0.0
CSc1cc2c(s1)c3C=NN(Cc4ccc(F)c(N)c4)C(=O)c3n2C,0.0
CNc1nc(ccc1C#N)c2cccc3ccccc23,0.0
OC(=O)c1csc(n1)n2nc(cc2C(F)(F)F)c3ccc(F)cc3,1.0
CCN1C(=O)c2ccccc2S(=O)c3ccc(cc13)C(=O)NCc4ccc(OC)cc4,1.0
C[C@@H]1CN(Cc2cc(ccn2)C(=O)O)C(=O)c3c(CCCOc4cc(C)c(Cl)c(C)c4)c5ccc(Cl)c(c6c(C)nn(C)c6C)c5n13,1.0
Cc1ccc(cc1)n2ncc3c(ncnc23)c4cccc(O)c4,0.0
Cc1cc(nn1C(C)(C)C)C(=O)NNS(=O)(=O)c2csc3ccccc23,0.0
Cc1ccc(cc1)N2CCN(CC2)C(=O)c3cnc(N4CCCCC4)c5ccccc35,0.0
COc1cccc(c1)c2occ(n2)c3ccc(NC(=O)c4ccc(F)c(c4)C#N)cc3,0.0
CN(C(c1ccccc1C)c2ncccc2C)C(=O)C3CCN(CCOc4cccc5ccccc45)CC3,0.0
FC(F)(F)c1nnc(s1)N2CCN(CC2)C(=O)c3cnc(N4CCCCC4)c5ccccc35,1.0
Cc1cc(OCCCc2c(C)c([nH]c2C(=O)NS(=O)(=O)c3ccccc3)c4cccc(Cl)c4Cl)cc(C)c1Cl,0.0
O=C(N1CCC2(CCCN(C2)C(c3ccccc3)c4ccccc4)CC1)c5oncc5,0.0
COc1ccc(cc1)n2ncc3C(CCCc23)NC(=O)c4cccc(F)n4,0.0
COc1ccc(OC)c(c1)N2C(=CC=C(C2=O)c3nc(cs3)c4ccc(Cl)cc4)C,0.0
Brc1ccc2N=C(NN=C(c3ccc(cc3)N4CCOCC4)c2c1)c5cccs5,0.0
Cc1ccc(cc1)c2csc(CCn3nc(C)c4C(=CC(=O)Nc34)C(F)(F)F)n2,0.0
COC(=O)C(Cc1ccc(CCCC(=O)NCCC(=O)Nc2ccc3nc(C)sc3c2)cc1)C(=O)OC,1.0
Cc1cc(C)nc(NC(=S)N2CCN(Cc3ccccn3)CC2)c1,1.0
CN1C[C@@H](C[C@H]1C(=O)Nc2ncc(Cc3ccc(cc3)C(F)(F)F)s2)c4ccccc4,0.0
Brc1ccccc1CN2C3C=CC(=O)C2C4C3C(=O)N(C4=O)c5ccccc5,1.0
CCc1ccc(Cl)c(CC)c1N2C3=C(C=C(C2=O)c4nc(cs4)c5ccc(Cl)cc5)C(=O)CC(C)(C)C3,0.0
CC1=C(C(N=C(Nc2oc3ccccc3n2)N1)c4ccccc4Cl)C(=O)Nc5ccc(cc5)C#N,0.0
COc1ccc(Cc2cnc(NC(=O)c3ccn(n3)c4ccccc4)s2)cc1,0.0
NCC(=O)Nc1cccc(c1)C2=NN3C(=O)C=C(N=C3S2)C4CCNCC4,1.0
Cc1csc(n1)n2nc(cc2C(F)(F)F)c3ccccc3,0.0
C1CC(CCO1)Nc2nc(nc3ccccc23)c4ccncc4,1.0
OC(=O)c1cccc(c1)n2nc(cc2O)c3ccccc3,1.0
Oc1cc(Cl)ccc1CNc2ccc(cc2)S(=O)(=O)Nc3ccc(cc3)N4CCNCC4,1.0
CCn1cnc2cc(NCc3ccc(OC)c(OC)c3)ccc12,1.0
CSc1ccc(cc1)C(=O)NNS(=O)(=O)c2ccc(cc2)C(C)(C)C,0.0
CN1C(=O)N(C)c2nc(N3CCCCC3)n(Cc4cccc(C)c4)c2C1=O,1.0
CCN(c1ccccc1)c2cc(Nc3cc(Cl)c(O)c(Cl)c3)ncn2,0.0
Nc1c(Cc2ccc(cc2)S(=O)(=O)N)c(nn1c3cc(ccn3)C(=O)O)c4ccccc4,1.0
CCOC(=O)c1csc(n1)n2nc(C3CCCCC3)c(Oc4ccc(cc4)S(=O)(=O)N)c2c5ccccc5,0.0
CN(C)CCN1CCN(CC1)c2nc(NCc3cccc(Cl)c3)c4cc(ccc4n2)c5c(C)onc5C,1.0
C\C(=N/NC(=O)c1cccc(F)c1)\c2oc(Sc3ccccn3)cc2,1.0
C[C@@H]1CCc2c(N)c3ccccc3nc2C1,1.0
OC(=O)c1ccc(O)c2ncc(cc12)N3CCCN(CCc4cccc5ccccc45)CC3,1.0
Cc1cc(OCCCc2c(nn3c(cccc23)c4cccnc4C)C(=O)O)cc(C)c1Cl,1.0
Cc1cc(C)nc(NC(=S)N2CCC(CC2)Nc3cccc(c3)C(F)(F)F)c1,0.0
FC(F)(F)c1ccccc1C2N=C(Nc3oc4ccccc4n3)NC5=C2C(=O)CCC5,0.0
Cc1cc2nc(NC(=S)N3CCN(CC3)c4cccc(c4)C(F)(F)F)[nH]c2cc1C,0.0
Nc1ccc(Cn2ccc3c2ccc4nc(N)nc(N)c34)cc1,0.0
