smiles,herg
CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@]2(O1)C(=O)CO,0.0
CC1=CCC(CC1)C(C)(C)O,0.0
CC1CC2C(CC[C@]3(C)C2CC[C@@]3(OC(=O)C)C(=O)C)[C@]4(C)CCC(=O)C=C14,0.0
NC1CCN(CC1)c2cccc(Cl)n2,0.0
CS(=O)(=O)c1ccc(cc1)[C@H](O)[C@H](CF)NC(=O)C(Cl)Cl,0.0
CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c3ccccc3,1.0
[O-][N+](=O)OCCNC(=O)c1cccnc1,0.0
OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,0.0
OC(=O)C1=CC(=C(c2ccc(O)c(c2)C(=O)O)c3ccc(O)c(c3)C(=O)O)C=CC1=O,0.0
C(N1CCC2(CCCc3ccccc23)CC1)c4ccccc4,1.0
OC(=O)CCCc1ccccc1,0.0
CC1(C)CO[C@@H](CC(=O)O)CN1,0.0
CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC[C@@H](O)[C@@H]1O,0.0
CC(C)\N=C\1/C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,1.0
CC12CCC3C(CCC4=C(O)C(=O)CCC34)C1CCC2OC(=O)CCC5CCCC5,0.0
Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,1.0
COc1ccc(\C=C\C(=O)Nc2ccccc2C(=O)O)cc1OC,0.0
O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4,0.0
CP(=O)(O)CCCN,0.0
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,1.0
NC1C2CN(CC12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,0.0
C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@@H]4CC[C@]5(C)[C@@H](CC[C@@]5(O)[C@H]4CCC3=C2)C6=COC(=O)C=C6)[C@H](O)[C@H](O)[C@@H]1O,0.0
CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C2=O)C(=O)O,0.0
COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.0
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,0.0
COc1ccc(cc1)c2nc3ccc(cc3[nH]2)C4=C(C)CC(=O)NN4,0.0
S=P(N1CC1)(N2CC2)N3CC3,0.0
COc1cc(ccc1O)C(O)CO,0.0
CS(=O)(=O)OCCCCOS(=O)(=O)C,0.0
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,0.0
O=C1NS(=O)(=O)c2ccccc12,0.0
O=C(C1CCCCC1)N2C[C@@H]3N(CCc4ccccc34)C(=O)C2,0.0
Oc1cc2C(CNCCc2c(Cl)c1O)c3ccccc3,1.0
CN1C2CCC1CC(C2)OC(=O)c3cc(C)cc(C)c3,1.0
NCCC1CCCC(CCN)N1,0.0
C1CCN(CC1)C2(CCCCC2)c3cccs3,0.0
CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(=O)O)c2ccccc2,0.0
COc1cc2c(CCNC(=O)C)c[nH]c2cc1Cl,0.0
Cc1cc(O)c(cn1)C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5,0.0
NCC(CP(=O)(O)O)c1ccc(Cl)cc1,0.0
COc1ccc(cc1C(=O)NCc2cccnc2)C(=O)NCc3cccnc3,0.0
CNCC(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(C)C)C(=O)NC(Cc2cnc[nH]2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O,0.0
Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)N\N=C\c2oc(cc2)[N+](=O)[O-],0.0
C[C@@H]1[C@H](C\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CCC=C(C)C)C(=O)c2ccccc2C1=O,0.0
CN\C(=N\C#N)\NCCSCc1csc(N=C(N)N)n1,0.0
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]3c(C)cc(N)c4ccccc34,0.0
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,0.0
COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,0.0
N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.0
CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.0
N[C@@H](CCC(=O)N)C(=O)O,0.0
CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,0.0
NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,0.0
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,0.0
C[N+]1(C)[C@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)c3ccccc3,0.0
CO[C@@H]1[C@@H](CC(=O)O[C@H](C)C\C=C/C=C\[C@H](O)[C@H](C)C[C@@H](CC=O)[C@@H]1O[C@@H]2O[C@@H](C)[C@@H](O[C@H]3C[C@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H]([C@H]2O)N(C)C)OC(=O)C,0.0
C[C@H]1C\C=C/C=C\C=C/C=C\[C@H](C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3\C=C/C(=O)O1)C[C@@H](O)[C@H]2C(=O)O)O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](N)[C@H]4O,0.0
Oc1cc(cc(O)c1O)C(=O)Oc2cc(cc(O)c2O)C(=O)OCC3OC(OC(=O)c4cc(O)c(O)c(OC(=O)c5cc(O)c(O)c(O)c5)c4)[C@@H](OC(=O)c6cc(O)c(O)c(OC(=O)c7cc(O)c(O)c(O)c7)c6)C(OC(=O)c8cc(O)c(O)c(OC(=O)c9cc(O)c(O)c(O)c9)c8)C3OC(=O)c%10cc(O)c(O)c(OC(=O)c%11cc(O)c(O)c(O)c%11)c%10,1.0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0.0
CC(CCc1ccc(O)cc1)NCC(O)c2ccc(O)cc2,1.0
CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O,0.0
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN4CCSc2c34)C(=O)O,0.0
CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(=O)O)\C(=O)O,0.0
CCCCCCC(=O)CCCCCC\C=C\C[C@@H](O)[C@H](O)[C@@](N)(CO)C(=O)O,0.0
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,1.0
Cc1ccccc1N2CCN(CC2)S(=O)(=O)C[C@]34CCC(CC3NC(=O)[C@@H](N)CCS(=O)(=O)C)C4(C)C,0.0
CN=C1C=CC(=C(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C)C=C1,1.0
COc1ccc(cc1)C(=O)\C(=C\C(=O)O)\Br,0.0
CN1CCN(CC1)C2=Nc3ccccc3Sc4ccc(Cl)cc24,1.0
CC1(CN2CCC(CC2)N3C(=O)Nc4ccccc34)OCc5ccccc5n6cccc16,1.0
CC(=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C)C,0.0
CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,0.0
Clc1cccc(Cl)c1N=C2NCCN2,0.0
COP(=O)(OC)OC=C(Cl)Cl,0.0
Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,1.0
CC(C)c1cc2CC[C@H]3[C@@](C)(CCC[C@]3(C)c2cc1S(=O)(=O)O)C(=O)O,0.0
CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23,1.0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,0.0
CCN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4,0.0
Cc1cc(CC(=O)O)n(C)c1C(=O)c2ccc(Cl)cc2,0.0
NC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,0.0
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(c1)C(F)(F)F,0.0
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OCC5COC(Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,0.0
C1COc2c(O1)cccc2N3CCN(CC3)C4Cc5ccccc5C4,1.0
OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,0.0
CN(CC#C)Cc1ccccc1,0.0
Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(O)c3,1.0
Cc1nc(N=Nc2ccc(cc2)C(=O)[O-])c(COP(=O)([O-])[O-])c(C=O)c1O,0.0
CC(O)CO,0.0
CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,0.0
OC[C@H]1O[C@H]([C@H](O)[C@H]1O)n2cnc3c(Nc4ccccc4)ncnc23,0.0
CC(=O)N[C@@H](CS)C(=O)O,0.0
CSC(=N)NCCC[C@H](N)C(=O)O,0.0
COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,0.0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,0.0
CC(C)(O)C(Cl)(Cl)Cl,0.0
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0.0
Cc1cc(C)c(NC(=O)C[C@H](CC(=O)[O-])c2cccc3ccccc23)c(c1)C(=O)N4CCC5(CCCC5)CC4,0.0
CCCCN1CCCC1C(=O)Nc2c(C)cc(C)cc2C,0.0
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@]12C,0.0
Nc1ccccc1C(=O)O,0.0
Clc1ccc(CO\N=C(/Cn2ccnc2)\c3ccc(Cl)cc3Cl)c(Cl)c1,1.0
Clc1ccc(NC(=O)C2CC2)cc1Cl,0.0
CC(=O)NO,0.0
CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)c3ccccc3)C2=O)C(=O)O,0.0
Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1,1.0
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c2nc3ccccc3[nH]2,0.0
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1O,0.0
NC(=S)c1ccc[n+](c1)[C@@H]2O[C@@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@H]([C@H](OP(=O)(O)[O-])[C@H]3O)n4cnc5c(N)ncnc45)C(O)C2O,0.0
COC(=O)CCCCCCCCC=C,0.0
Cn1nnnc1SCC2=C(N3[C@@H](SC2)[C@H](NC(=O)[C@@H](O)c4ccccc4)C3=O)C(=O)[O-],0.0
O=C(CCCCCCCCCCCCC1CCCC1)Nc2ccc(cc2)S(=O)(=O)c3ccc(NC(=O)CCCCCCCCCCCCC4CCCC4)cc3,0.0
NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.0
[O-][N+](=O)c1oc(CN=O)cc1,0.0
O=C1NC(=O)C2C3CC(C=C3)C12,0.0
[O-][N+]1=C(c2ccccc2)c3cc(Cl)ccc3NC(=O)C1,0.0
O=C1ON=C2C=Nc3ccccc3N12,0.0
O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,0.0
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccncc2,0.0
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0
COc1c(CN2CC[C@@H]3CCCN[C@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,0.0
CCCCC\C=C/CC(O)\C=C\c1cccc(CC(O)CCCCO)n1,0.0
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c2ccccc2,0.0
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.0
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C,0.0
CC(C)NC(C)Cc1ccc(I)cc1,1.0
CC1=CC(=O)NC(=S)N1,0.0
CN1CCN(CC1)[C@@H](c2ccccc2)c3ccc(Cl)cc3,1.0
O=C1OC(=O)C2C3CCC(O3)C12,0.0
OC(=O)c1ccccn1,0.0
NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,1.0
Cc1cccc(CN2CCN(CC2)[C@@H](c3ccccc3)c4ccc(Cl)cc4)c1,1.0
CCCCCCCCCCCCCCCCN,0.0
CC(C)c1ncc([N+](=O)[O-])n1C,0.0
CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(=N\O)\CC[C@H]34)[C@@H]1CC[C@@]2(OC(=O)C)C#C,0.0
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],0.0
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,1.0
CC(=O)Nc1nnc(s1)S(=O)(=O)N,0.0
CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc3ccccc3,1.0
F\C(=C/1\CN2CCC1CC2)\COc3ccc4c(c3)[nH]c5ccccc45,1.0
[O-]C(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc3ccccc3,0.0
OP(=O)(O)CN1C(=O)C(=O)Nc2cc(c(cc12)N3CCOCC3)C(F)(F)F,0.0
CN1[C@@H]2CC[C@@H]1CC(C2)OC3c4ccccc4CCc5ccccc35,1.0
CN(C)CC\C=C/1\c2ccccc2Sc3cc(Cl)ccc13,1.0
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CO)NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](Cc7c[nH]cn7)NC(=O)[C@@H]8CCC(=O)N8,1.0
C[N+](C)(C)CC(=O)O,0.0
CCCN(CCC)C(=O)Cc1c(nc2c(Cl)cc(Cl)cn12)c3ccc(Cl)cc3,0.0
CNC[C@H](O)c1cccc(O)c1,0.0
OC[C@H](S)CS,0.0
CCCCO,0.0
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1.0
CN1C(=O)Nc2ncn(C)c2C1=O,0.0
Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1,0.0
NC(=NC(=O)c1nc(Cl)c(nc1N)N2CCCCCC2)N,1.0
CC(C)c1ccc(C)cc1O,0.0
CCCN(CCC)C1CCc2ccc(O)cc2C1,1.0
Nc1nc(N)nc(n1)c2cc(Cl)ccc2Cl,0.0
CNC1CCCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2OC)C(=O)O,0.0
NC(=N)c1ccc(N)cc1,0.0
O[C@@H](COc1cccc(Cl)c1)\C=C\[C@H]2[C@H](O)C[C@H](O)[C@@H]2C\C=C/CCCC(=O)[O-],0.0
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(=O)C)(C([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccccc7,0.0
COC1=CC(=O)N(C)c2c(OCC(O)C(C)(C)O)cccc12,0.0
CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,0.0
CC[C@](C)(CN(C)C)OC(=O)c1ccccc1,0.0
CN1CCC[C@H](CC2c3ccccc3Sc4ccccc24)C1,1.0
CN1C(=O)OC(C)(C)C1=O,0.0
CCCN1C(=O)NC(=O)c2[nH]cnc12,0.0
OS(=O)(=O)[O-],0.0
CO[C@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](Oc2ccc3C(=C(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)C(=O)Oc3c2C)O)OC1(C)C,0.0
O[C@@H]1COC(O)[C@@H](O)[C@H]1O,0.0
OCC1O[C@H](O[C@H]2C(O)C(O)C(O)O[C@@H]2CO)C(O)C(O)C1O,0.0
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc5cccc([C@@H]2C1)c35,1.0
[O-][N+](=O)c1cccc(c1)[N+](=O)[O-],0.0
OCC1O[C@@H](O[C@H]2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.0
C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c5cccc(c5)S(=O)(=O)[O-],0.0
CCCC(=O)O[C@@]1(CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3C(O)C[C@@]12C)C(=O)CO,0.0
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(=C/CCCC(=O)[O-])\C[C@H]12,0.0
Cc1ccccc1OCC(O)CO,0.0
NCCNCCNCCN,0.0
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,1.0
COC(=O)C1=CCCN(C)C1,0.0
C(CN1CCOCC1)Cc2ccc(COc3ccccc3)cc2,1.0
CCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,0.0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0
COc1ccc(C(=O)c2ccccc2O)c(O)c1,0.0
OCCN1CCN(CC\C=C/2\c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,1.0
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O,0.0
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]3[C@H]1Cc4cn(C)c5cccc3c45,1.0
N[C@@H](CCCNC(=N)NO)C(=O)O,0.0
O=C1N2Cc3ccccc3C(=O)N2Cc4ccccc14,0.0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.0
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@H]1O)n2cnc3c(N)ncnc23,0.0
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,0.0
Clc1ccc(cc1)C2C(=O)c3ccccc3C2=O,0.0
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0
CN(C)[C@@H](Cc1ccccc1)c2ccccc2,0.0
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,0.0
OC(=O)Cc1cn(nc1c2ccc(Cl)cc2)c3ccccc3,0.0
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,0.0
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,1.0
OC[C@@H]1O[C@H](C[C@@H]1O)N2C=C(I)C(=O)NC2=O,0.0
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(=O)C,1.0
OCC(O)CN1CCN(CC1)c2ccccc2,0.0
NCCc1c[nH]c2ccccc12,0.0
CNC(=N)NCCC[C@H](N)C(=O)O,0.0
OC(=O)c1ccc(OCCn2ccnc2)cc1,0.0
CC1=CN([C@H]2C[C@@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.0
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,1.0
Nc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@H]3O,0.0
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C\C=C(/C)\[C@H](O[C@@H]4C[C@H](OC)[C@H](O[C@@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C\6/CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2,0.0
OC(=O)c1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,0.0
CN([C@@H]1CC[C@]2(CCCO2)C[C@H]1N3CCCC3)C(=O)Cc4ccccc4,0.0
CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5)C(C)(C)O,0.0
NNc1ccccc1,0.0
CCC(C(=O)NC(=O)N)c1ccccc1,0.0
OC(C(=O)c1ccccc1)c2ccccc2,0.0
CCOC(=O)C(=C(c1ccccc1)c2ccccc2)C#N,0.0
CC(C)(C)NC(=O)[C@@H]1CC[C@@H]2[C@@H]3CC[C@@H]4NC(=O)C=C[C@@]4(C)[C@H]3CC[C@@]12C,0.0
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(=O)C)cc1,0.0
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,0.0
C[C@@H]1CC2[C@@H]3C[C@H](F)C4=CC(=O)C(=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)Cl,0.0
NC(CCC(=O)O)C=C,0.0
CC(C)(N)Cc1ccc(Cl)cc1,0.0
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COP(=O)([O-])[O-])[C@@]4(C)C[C@H](O)[C@H]23,0.0
CCN(CC)C(=S)S,0.0
Fc1cccc(\C=C\C(=O)NC2CC2)c1,0.0
Nc1ccc(N)cc1,0.0
ONC(=O)CS(=O)C(c1ccccc1)c2ccccc2,0.0
CCCC[C@]1(Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O)C3CCCC3,0.0
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,1.0
O=C1NC(=O)c2nc3ccccc3nc2N1,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,0.0
Nc1ncnc2c1ncn2[C@H]3CC[C@@H](CO)O3,0.0
CC(C)(C)c1ccc(CN2CCN(CC2)[C@H](c3ccccc3)c4ccc(Cl)cc4)cc1,1.0
CN1C(=O)N(C)c2nc(\C=C\c3cccc(Cl)c3)n(C)c2C1=O,1.0
CC1=CN([C@H]2CC(F)[C@@H](CO)O2)C(=O)NC1=O,0.0
O=C1\C(=C\2/Nc3ccccc3C2=O)\Nc4ccccc14,0.0
CCCCNCC(O)c1ccc(O)cc1,0.0
CCOC(=O)c1cccc(N)c1,0.0
CCOc1ccc2NC(C)(C)C=C(C)c2c1,0.0
COc1ccc(OC)c(c1)[C@H](O)CNC(=O)CN,0.0
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,0.0
CC(=O)N,0.0
CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,0.0
Fc1ccc(OCCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)cc1,1.0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@@H]6COC(=O)C6)[C@H](O)[C@H](O)[C@H]1O,0.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.0
Cc1ccc(cc1)C(=O)c2ccc(CC(=O)[O-])n2C,0.0
CCCCCCc1ccc(O)cc1O,0.0
NC(Cc1cc(O)c(O)cc1O)C(=O)O,0.0
CC(C)CN(C)c1nc(N)c(nc1Cl)C(=O)N=C(N)N,1.0
[O-]C(=O)COc1nn(Cc2ccccc2)c3ccccc13,0.0
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0
Clc1ccc(Cn2c(CN3CCCC3)nc4ccccc24)cc1,1.0
Sc1ncnc2[nH]cnc12,0.0
C(CNCc1ccccc1)NCc2ccccc2,0.0
OC(=O)CCCC[C@@H]1CCSS1,0.0
Oc1ccc(\C=C\c2cc(O)cc(O)c2)cc1,0.0
OC(=O)CCC(=O)O,0.0
N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,0.0
CO[C@]12[C@@H]3N[C@@H]3CN1C4=C([C@H]2COC(=O)N)C(=O)C(=C(C)C4=O)N,0.0
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)CC(OC(=O)C(O)C(NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.0
CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,0.0
Clc1ccc(CO[C@@H](Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,1.0
CC(C)CCCC(C)N,0.0
OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,0.0
CC(C)NC(C)C,0.0
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,0.0
CCCC(O)C(CC)CO,0.0
CCCCCCCCCCCCOCCCN,0.0
CC(O)C1NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(Cc3c[nH]c4ccccc34)NC(=O)C(Cc5ccccc5)NC(=O)C(Cc6ccccc6)NC(=O)C(CC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CSSCC(NC(=O)C(CO)NC1=O)C(=O)O)NC(=O)CNC(=O)C(C)N)C(C)O,0.0
CN1C[C@@H]2C[C@H]1CN2c3cc4N(C=C(C(=O)O)C(=O)c4cc3F)C5CC5,0.0
CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,0.0
OC(=O)CN1c2ccccc2C(=O)c3ccccc13,0.0
COC(F)(F)C(Cl)Cl,0.0
COc1cc2CCN(CCCN(C)C[C@H]3Cc4cc(OC)c(OC)cc34)C(=O)Cc2cc1OC,1.0
