smile,solub
O=C(Nc1cccnc1)c2ccc(s2)N(=O)=O,0
Clc1ncccc1C(=O)OCC(=O)NCC2CCCO2,1
COc1ccc(OC)c(NC(=O)COC(=O)Cc2ccsc2)c1,1
Cn1cnc(c1Sc2nc3ccccc3[nH]2)N(=O)=O,0
CC(C)(C)c1ccc(Oc2ccc(NC(=O)c3cccs3)cn2)cc1,0
Clc1cccc(NC(=O)CN2CCCC2)c1Cl,1
CC(=NNC(=O)c1cccc(c1)S(=O)(=O)N2CCOCC2)c3ccc(Cl)cc3,0
CCn1ncc(Br)c1C(=O)Nc2cccc(c2)C(=O)C,1
Cc1cc(n2ncc(c3cccc(Br)c3)c2n1)C(F)(F)F,0
Cc1ccc(CN2CCC3=C(C2)C(=O)NC(=S)N3)cc1,1
OC(=O)CSC1=C(C#N)C(=CC(=O)N1)C(F)(F)F,1
Cc1cc(C)nc(SCC(=O)NC2CCCC2)n1,1
COC(=O)c1sc(NC(=O)COc2ccccc2C)nc1C,0
Cc1cccc(NC(=O)c2ccc3nccnc3c2)c1C,1
COc1ccc(O)c(c1)C(=O)c2cnn(c2)c3ccc(Cl)cc3,0
NC(=O)c1cn(CCC#N)nc1c2cccs2,1
CC1CN(CC(C)O1)C(=O)COC(=O)c2cccc(C)c2C,1
CN1C(\C(=C(/O)\c2ccccc2)\C(=O)C1=O)c3ccc(Br)cc3,1
CC(Sc1oc(nn1)c2ccccc2Br)C(=O)N3CCOCC3,1
CC1=Nc2ccccc2C(=O)N1c3ccc(Br)cn3,1
CN(c1ccccc1)S(=O)(=O)c2ccc(cc2)C(=O)N3CCN(CC3)c4ccccc4Cl,0
O=C(CCc1ccccc1)NCCc2nc3ccccc3[nH]2,1
COc1ccc(\C=N\Nc2cc(nc(n2)N(C)C)N(C)C)cc1,0
Cc1cc(C)n(CC(O)COc2ccc(F)cc2)n1,1
COc1ccc(Nc2nc(OC)nc(OC)n2)cc1,1
Cc1cc(OCC(=O)Nc2nnc(s2)C3CC3)ccc1N(=O)=O,0
CCC(C(=O)Nc1nc(C)c(s1)C(=O)OC)c2ccccc2,1
Cc1ccc(CN2CCN(CC2CCO)C3CCC3)cc1,1
CC(C)(C)n1ncc2C(=O)N(Cc3ccc(Cl)c(Cl)c3)C=Nc12,0
Cc1ccc(cc1)C2=C[N+](=O)C3=C(CCC3)N2[O-],1
CC(Sc1nc2ccccc2[nH]1)C(=O)Nc3ccccc3F,1
COc1ccc(NC(=O)CN2C(=O)Oc3ccccc23)cc1,1
CCOC(=O)C(=CNc1ccc(Cl)cn1)C(=O)OCC,0
Cc1nn(Cc2ccccc2Cl)c(Cl)c1C(=O)O,1
Fc1ccc(COc2ccc(cc2)c3ocnn3)c(Cl)c1,0
Cn1nc(NC(=O)C2CCC2C(=O)O)c3c(F)cccc13,1
COCCNC(=O)C(OC(=O)c1occc1)c2ccccc2F,1
CCc1nc2Sc3ccc(cc3C(O)n2n1)N(=O)=O,1
CCOC(=O)c1ccc(N\N=C/2\C(=NN(C2=O)c3ccccc3)C)cc1,0
CCC1(C(=O)NC(=O)NC1=O)c2ccc(cc2)c3ccccc3,0
O=S(=O)(NCc1csc(n1)c2cccs2)c3cccs3,1
CC1(C)Cc2nc3scc(NC(=O)c4ccccc4)c3cc2CO1,0
COc1ccc(cc1)N2CCN(CC2)C(=O)Cn3cncn3,1
Fc1cccc(\C=N\NC(=O)CN2CCN(Cc3ccc(Cl)cc3)CC2)c1,0
CCNC(=S)Nc1cccc(NC(=O)c2ccccc2O)c1,1
CC(CC(=O)O)CC(=O)Nc1nncs1,1
CCCNC(=O)C1CN(C(=O)C1)c2ccc(OCC)cc2,1
Cc1onc(NC(=O)c2cccs2)c1,1
OC(=O)c1nccnc1C(=O)Nc2ccc(Cl)cn2,1
C\C(=N/NC(=O)c1ccc(cc1)n2cnnn2)\c3ccc(C)cc3,0
Cc1cc(ccc1F)C(=O)CSC2=NC(=O)C=C(N)N2,1
COC(=O)Cn1c2ccccc2c3nc4ccccc4nc13,0
Clc1ccc(cc1)N2C(=S)NN=C2c3ccc(Cl)cc3Cl,1
Clc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccccc3,1
CC(C)C(NC(=O)c1ccc(F)cc1)C(=O)NCC2CCCO2,1
O=C1N(C2=CCCCC2=C1Nc3ccccc3)c4ccccc4,0
C\C(=N/NC(=O)c1ccc2OCOc2c1)\c3ccc4OCOc4c3,0
COc1ccc(cc1)\C(=N\OC(=O)CCc2ccccc2)\N,0
CNCCCN1c2ccccc2CCc3ccccc13,1
CC(C)Oc1ccccc1C2NC(=O)CCC2N(=O)=O,1
Cc1ccccc1OCC(=O)Nc2nnc(s2)C3CC3,0
Nc1nnc(SCC(=O)NC2CCCc3ccccc23)s1,1
CC(C)c1ccc2[nH]c(C)c(CC(=O)O)c2c1,1
Cc1cc(n[nH]1)C(=O)N\N=C\c2c3ccccc3cc4ccccc24,1
NNC(=S)Nc1cccc(Cl)c1,1
CC(=O)N(C1CCCC1)c2nnc(s2)c3ccc(C)cc3,1
Cc1occc1C(=O)NNC(=O)COc2ccccc2C,1
CCCCS(=O)(=O)N1CCCC(C1)C(=O)Oc2ccc(Cl)cc2,0
CC(=O)Nc1ccc(cc1)S(=O)(=O)NCCCN2CCOCC2,1
OC(=O)c1ccc(\C=N\NC(=O)CNC(=O)c2occc2)cc1,1
C1CCN(CC1)C2Cc3ccccc3Sc4ccccc24,0
CCCC(=O)Nc1ccc(cc1)C(=O)COC(=O)C2CC2C,1
CN(Cc1ccccc1)S(=O)(=O)c2ccc(Cl)c(c2)C(=O)N3CCC(CC3)C(=O)N,1
COc1ccc(cc1)C(NC(=O)CC(C)C)c2c(O)ccc3ccccc23,0
NN1C(=S)NN=C1C2COc3ccccc3O2,1
NS(=O)(=O)c1ccc(NC(=O)c2ccc3nccnc3c2)cc1,0
Cc1ccc(C)c(NC(=O)C2CCCN(C2)c3cnccn3)c1,0
Fc1cccc(Cl)c1CC(=O)OCC(=O)NCc2ccc3OCOc3c2,1
Clc1ccc(cc1C(=O)OCC(=O)NCc2ccccc2)S(=O)(=O)N3CCOCC3,1
COC(=O)c1cc2C(=O)c3ccccc3Oc2nc1\C=C\N(C)C,1
COC(C(=O)NNC(=O)CCc1ccccc1)c2ccccc2,1
COC(=O)c1nnn(c2cccc(Cl)c2)c1C(=O)OC,1
Cn1nc(c(c1NC(=O)CCC(=O)O)c2ccccc2)C(F)(F)F,1
CCc1ccc(Nc2nc(C)cc(C)n2)cc1,1
COc1ccc(NC(=O)c2cc(ccc2O)N(=O)=O)cc1,1
OC(=O)CSc1nc2ccccc2n1Cc3ccccc3,1
CCCc1onc(c1)C(=O)Nc2cc(C)ccc2O,0
COc1ccc(cc1NC(=O)CSc2nnc(NC3CC3)s2)S(=O)(=O)N4CCOCC4,0
CSC1=NCCN1C(=O)c2c(C)onc2c3c(F)cccc3Cl,1
CCn1c(NC(=O)c2ccccc2)nc3ccccc13,0
CSc1nc(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)nn1C,1
Clc1ncccc1N\C(=N\S(=O)(=O)c2ccccc2)\c3ccccc3,1
Cc1cc(C)nc(NC(=S)Nc2cccc(F)c2)c1,0
Cn1c(Nc2ccccc2)nc3ccccc13,1
CN(CC(=O)Nc1ccc(C)cc1)C(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2,1
CC(=O)c1ccc(NC(=O)NC2CCCCCCC2)cc1,0
Cc1ccc(\C=N\NC(=S)NCC=C)s1,0
CCOc1ncccc1c2onc(n2)c3cccs3,0
C(Sc1nc2ncccn2n1)c3ccccc3,1
Cc1cnn2c(ccnc12)C3CC3,1
CN(CCO)CC(O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,1
O=C(CN1CCc2ccccc2C1)NC3(CCCC3)C#N,1
CC1=CC(=N\C(=C/2\C=CC=CC2=O)\N1)Nc3ccc(Br)cc3,0
O=C1N2CCCNC2(c3ccccc3)c4ccccc14,1
CCC(=O)OCCN1C(=O)c2ccccc2c3ccccc3C1=O,1
Cc1cc(C(=O)COC(=O)c2cnccn2)c(C)n1c3ccc(Br)cc3,0
CCOc1ccc(Br)cc1C(=S)N2CCCC2,0
CCN(CC(=O)Nc1ccc2OCCOc2c1)CC(=O)Nc3ccc(C)c(c3)S(=O)(=O)N(C)C,1
Clc1ccc(cc1)c2onc(c2)C(=O)NC3CCCC3,0
CCc1cc2c(NC(Cc3ccccc3)C(=O)O)ncnc2s1,1
CC1=CC(=O)\C(=C/2\NNC(=C2)C(=O)Nc3cccnc3)\C=C1C,0
Cc1ccc(NC(=S)NCc2occc2)c(C)c1,1
CC(=O)c1c(C)[nH]c(C(=O)NCc2cccc(Cl)c2)c1C,1
COc1ccc(CCNC(=O)c2ccc(OC)c(OC)c2)cc1OC,1
OCCNc1cc(c2nonc2c1N3CCCCCC3)N(=O)=O,1
CCC(=O)OCCNc1nc(nc2ccccc12)c3ccccc3,0
COc1ccc(Cl)cc1C(=O)NNC(=S)NC2CCCC2,0
CCN(CC)CCCNc1ncnc2ccccc12,1
CSC1=NN=C(C(=O)N1\N=C\c2ccccc2)C(C)(C)C,0
Cc1c(cccc1N(=O)=O)c2onc(n2)c3cccnc3,0
CN1CCN(CC1)C(=O)CCC(=O)NCc2ccc(F)cc2,1
Cc1cccc(NC2=NN=C(CS2)c3ccccc3F)c1C,0
O=C(Nc1ccccc1)OCc2cncs2,1
Cc1ccc(cc1)c2ccc(OC(=O)C3=CNC(=O)C=C3)c(C)c2,0
CC1CCC(CC1)N2CCNCC2,1
CCCCC(=O)NC(=S)Nc1ccc(NC(=O)C(C)C)c(OC)c1,0
CNc1nnc(s1)c2occc2,0
O=C(N\N=C\C1CC2CCC1C2)c3occc3,1
C\C(=N/O)\Cc1nnn(n1)c2cc(C)on2,1
O=C1Nc2ccccc2N=C1CCc3ccccc3,0
Cc1onc(C)c1COc2ncnc3ccccc23,1
OC(COCCC12CC3CC(CC(C3)C1)C2)CN4CCCC4,1
CCCCOc1ccc(\C=N\NC(=O)C2CCCNC2=O)cc1,1
O=C1Nc2ccccc2N=C(c3ccccc3)c4ccccc14,0
COc1cccc(\C=N\NC(=O)c2cccc3ccccc23)c1OC,0
O=C(Nc1ccc(cc1)S(=O)(=O)N2CCOCC2)C3CC3,1
COC1=CC=C\C(=C/NNC(=O)c2cnccn2)\C1=O,0
CNC(=S)Nn1cnc2ccccc12,1
Cc1cc(C)n(CCNS(=O)(=O)c2ccc(C)c(C)c2)n1,1
Cc1nnc(SCc2oc(nn2)c3cccs3)n1C,1
Cc1onc(C)c1CSc2ccccc2C(=O)O,1
COc1ccc(cc1)C2(C)NC(=O)N(CC3CCCCC3)C2=O,1
Cc1ccccc1NC(=O)N2CCc3ccccc3C2,1
CNC(=O)C12CC3CC(C1)CC(C3)(C2)c4ccc(C)cc4,1
CC(=O)c1cccn1S(=O)(=O)c2ccccc2,1
CC(C)CCOc1ccc(N\C(=N\c2nc(C)cc(C)n2)\N)cc1,1
OC(=O)C1=NN(CCOc2cccc(Cl)c2)C(=O)c3ccccc13,0
Cc1cc(C)cc(OCC(=O)OCC(=O)NC2CC2)c1,1
COC(=O)c1oc(CSc2nnc(c3ccccc3)n2C)cc1,1
CCN1CCN(CC(=O)c2ccc(C)cc2)CC1,1
CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCc4cccnc4)cc1c23,1
CC(=O)NC(CC(=O)NCCc1ccccc1)c2ccccc2,1
CON1C(=O)C(=[N+]([O-])c2ccccc12)c3ccc(F)cc3,1
Clc1cccc(NNC(=O)C2CC2)n1,1
CCOc1ccc(cc1)S(=O)(=O)n2nc(C)cc2C,0
Clc1ccc(cc1)C(=O)NCCC(=O)Nc2nc3ccccc3[nH]2,0
O=C(NN\C=C/1\C=CC(=O)C(=C1)N(=O)=O)c2ccncc2,1
NN1C(=O)c2ccccc2n3c(SCC(=O)N)nnc13,1
CC1CCCCN1S(=O)(=O)c2ccc(cc2)n3cnnn3,1
C1CCc2c(C1)nc3ncnn3c2N4CCNCC4,1
CC(Oc1ccccc1NC(=O)C)C(=O)N2CC(C)CC(C)C2,1
NC(=O)C1Cc2ccccc2CN1S(=O)(=O)c3ccc(Cl)s3,1
CCOc1ccccc1Nc2cc(C)c3cccc(C)c3n2,0
CN(CCc1cnn(C)c1)C(=O)c2cc(COc3cccc(c3)C(=O)C)on2,1
COC(=O)c1cc(OC)c(OC)cc1NC(=S)N2CCOCC2,1
OC1=C(NC(=O)c2occc2)C(=O)Nc3ccccc13,1
COc1ccc(\C=C\2/SC(=N)N(C2=O)c3ccc(F)cc3)cc1,0
Cc1ccc(NC(=O)CS(=O)c2ccccc2N)c(C)c1,1
CCC1(CC)Nc2ccccc2C(=O)N1c3ccc(OC)cc3,1
CCOC(=O)COc1nc(cc(c2occc2)c1C#N)c3ccc(Cl)cc3,0
CC(CN1CCN(C)CC1)OC(=O)c2cccc(C)c2,1
S=C(NCCc1c[nH]c2ccccc12)NC3CCCCC3,0
N\C(=N/O)\c1ccc(nc1)N2CCN(CC2)c3ncccc3C(F)(F)F,1
COc1ccc(NC(=O)C2CC(=O)N=C(N\N=C\c3ccccc3)S2)cc1,0
CCc1ccc(cc1)C2=NN(C(C2)c3cccs3)C(=O)CCC(=O)O,1
OCCNC=C1C(=O)CC(CC1=O)c2ccc(Cl)cc2,1
CN(C)c1ncnc2sc(cc12)c3ccccc3,0
Clc1cc(C(=O)NNC(=O)C2CC2)c3ccccc3n1,1
CC(O)Cn1c(nc2N(C)C(=O)N(C)C(=O)c12)N3CCCC3,1
Oc1ccc(CCN2C(=O)c3ccccc3N=C2c4occc4)cc1,0
CC(Nc1ccc2OCCOc2c1)C(=O)N3C(C)Cc4ccccc34,1
O=C(NC1CCCCCC1)c2ccc(cc2)n3cnnc3,1
Cc1nn(c(C)c1C(=O)NNC(=O)C(F)(F)F)c2ccccc2,1
C\C(=N/NC(=O)c1c(Cl)cnn1C)\c2cccnc2,1
Cc1ccc(CN2CCN(CCCn3cccn3)CC2CCO)cc1,1
NNC(=O)CN1C(=CC(=O)n2ncnc12)c3ccccc3,1
Cc1nn2cc(cnc2c1Cl)c3ccc(Cl)cc3,0
Cc1ccc(C)c(c1)C(=O)CSc2nnc(C)s2,1
Cc1ccccc1C(=O)O\N=C(/N)\c2ccccc2,1
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c2ccc(cc2)C#N,1
CC(OC(=O)c1ccc(Cl)nc1)C(=O)Nc2ccc3OCOc3c2,1
CCn1c(SCC(=O)NC2CCCCC2)nnc1c3occc3,1
FC(F)(F)c1cccc(NC(=S)N2CCCCCC2)c1,1
Brc1ccc(NC(=O)NCc2ccccn2)cc1,1
O=C(NCc1ccccc1)c2oc(CSc3ccccc3)cc2,1
COc1ccc(cc1S(=O)(=O)NC(C)C)C(=O)O,1
C\C(=N/NC(=O)OC(C)(C)C)\c1ccc(cc1)n2ccnc2,1
CC(Sc1nnnn1C2CC2)C(=O)N3c4ccccc4NC(=O)C3(C)C,1
CCOc1ccc(NC(=O)C2CCCN(C2)S(=O)(=O)C)cc1,0
COC(=O)C\C(=C(/C#N)\C(=O)OC)\N,1
Clc1ccc(CNC(=O)COC(=O)CC2CC3CCC2C3)cc1,0
Fc1ccc(CC2=CC(=NNC2=O)c3ccc(F)cc3)cc1,0
Cc1cc(c(Cl)cc1Cl)S(=O)(=O)NCC2CC2,1
NNC1=Nc2sc3CCCCc3c2C(=O)N1c4ccccc4,1
COC(=O)[C@H](Cc1ccccc1)NC(=O)NCc2ccc(C)cc2,1
OC(=O)c1ccc(cc1)c2oc(\C=C\3/C(=O)NN(C3=O)c4ccccc4)cc2,1
Cc1cc(C(=O)COC(=O)c2ccc(NC(=O)CC#N)cc2)c(C)n1c3ccc(OC(F)F)cc3,0
Cc1cc2nc3CCCCc3nc2cc1C,1
CN1C(=O)N(C)c2ncn(CC(=O)Nc3cc(ccc3Cl)S(=O)(=O)N4CCCCC4)c2C1=O,1
CCOc1cc(cc(OCC)c1OCC)C(=O)Nc2ncn[nH]2,0
Clc1cccc(Cl)c1C(=O)NCc2ccc3OCOc3c2,1
O=C(NC1CC2CCCC(C1)N2Cc3ccccc3)C4CCCCC4,1
OC(=O)c1ccccc1NC(=O)C2=NN=CC2,1
Fc1ccc(CCNC(=O)C2CCCO2)cc1,1
CC(CC(=O)C1C(C)C=CCC1(C)C)N(NC(=O)N)C(=O)C,1
Cc1ccc(cc1Cl)C(=O)NCc2ccc3OCOc3c2,0
CC(=O)Nc1c(oc2ccc(Cl)cc12)C(=O)N,1
OC(=O)c1ccc(\C=N\NC(=O)C(O)(c2ccccc2)c3ccccc3)cc1,1
CC(=O)Nc1ccc(\C=C(/C#N)\S(=O)(=O)c2ccc(C)cc2)cc1,0
Brc1ccccc1C(=O)Nc2ccccc2c3ccccc3,1
Clc1ccc(cc1)c2oc(COC(=O)\C=C\c3occc3)nn2,0
Cc1cc(NCc2ccccn2)n3ncc(c4ccc(Cl)cc4)c3n1,0
FC(F)(F)c1ccncc1NC(=O)NC2CCCCC2C#C,1
Cc1cccc(C)c1NC(=O)NC2(CCCCC2)C(=O)N3CCCCC3,1
Cc1oc(\C=N\NC(=S)NC2CCCCC2)cc1,0
Cc1cc(ccc1N(=O)=O)C(=O)NCc2ccc3OCOc3c2,1
CCOC(=O)CSc1nc2ccccc2n3c(C)nnc13,1
Clc1cccc(Cl)c1\C=N\NC(=O)C(=O)NC2CC2,0
Cc1ccc(O)c(NC(=O)CSc2n[nH]c(C)c2N(=O)=O)c1,0
COc1ccccc1Nc2nc(NCc3occc3)nc(N)c2N(=O)=O,0
CC(=O)CCn1cc(nc1C)N(=O)=O,1
C\C(=C/1\C=CC=CC1=O)\NNC(=O)C23CCC(C)(C(=O)O2)C3(C)C,1
CC1=NN(C(=O)/C/1=C/Nc2cccc(F)c2)c3ccccc3,1
COc1ccc(NC(=O)C2=CC(=O)c3ccccc3O2)cc1Cl,0
CN(C1CCCCC1)C(=O)COC(=O)c2ccc3ccccc3n2,1
Fc1ccccc1C(=O)Nc2ccc(NC(=O)C3CC3)nc2,0
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,1
C\C(=N\N1CCN(Cc2cccc3ccccc23)CC1)\c4occc4,0
CC(C)(C)NC(=O)C(=O)NN=C1CCCCCCC1,1
CN1CCCC(C1)OC(=O)c2ccc(cc2)C#N,1
CC(C)c1ccc(cc1)\C(=N\NC(=O)C2CCCC2)\C,0
OC(=O)c1ccc(NC(=O)\C(=C/c2occc2)\NC(=O)c3occc3)cc1,1
O=C(\C=C\c1ccccc1N(=O)=O)N2CCOCC2,1
FC(F)(F)C(=O)c1sc(NC(=O)c2occc2)nc1c3cccs3,0
CN1C(=O)N(C)c2nc(NC3CCCC3)n(C)c2C1=O,1
CCc1ccc(cc1)S(=O)(=O)N\N=C/c2ccc3OCOc3c2,0
Cc1onc(C)c1COC(=O)CNC(=O)c2ccc(Cl)cc2,1
Cn1c(SCC(=O)N\N=C\c2ccccn2)nnc1c3ccccc3,1
NC(=O)c1cc(cs1)S(=O)(=O)N2CCOCC2,1
O=S(=O)(NCc1ccccc1)c2cccc3nsnc23,1
CC1NC(=O)NC1CCCCCC(=O)Nc2ccc(F)cc2,1
CCN(C(=O)c1cccnc1SC)C23CC4CC(CC(C4)C2)C3,0
COc1ccc(NC(=O)\C=C\c2cc(OC)c(OC)c(OC)c2)cn1,0
CCc1ccc(NC(=O)C(=O)NCc2ccccn2)cc1,1
CCOc1ccc(cc1)C2C(=C(N)OC3=C2C(=O)NC=N3)C#N,1
COc1cc(OC)c(cc1OC)C(=O)NCc2occc2,1
CC(N(OCc1ccccc1)S(=O)(=O)c2ccc(C)cc2)C(=O)O,1
C\C(=N\NC(=O)c1cccs1)\c2cccc(N)c2,1
CCCCCc1nnc(NC(=O)C2=COCCO2)s1,1
Cc1nn(C)c(C)c1NS(=O)(=O)c2ccc(cc2)N3CCCC3=O,1
CNC(=O)c1ccc(NC(=O)CCc2c(C)onc2C)cc1,1
CC1=CC(C)(C)NC(=S)N1c2ccccc2C,1
CCCOc1ccc(CCCN=C(N)N)cc1Cl,1
CCOc1ccc2NC(=C(CN3CCCCCC3)C(=O)c2c1)C,1
CC1CN(CCN1c2ccc(C)cc2)C(=O)Nc3ccc(cc3)C(=O)C,1
CCC(C)NC(=O)C1CN(CCc2ccc(F)cc2)C(=O)C1,1
O=C(Nc1ccccc1C(=O)N2CCCCC2)c3occc3,1
FC(F)(F)c1cc(nc2c(cnn12)C#N)c3ccccc3,0
COc1ccccc1C2NC(=O)NC(=C2C(=O)OC3CCC(C)CC3)C,0
CC1=C(CC(=O)O)C(=O)Oc2c(C)c(OCc3nn[nH]n3)ccc12,1
CSc1ccccc1C(=O)Nc2ncn[nH]2,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)NC(O)C(=O)c2ccccc2,1
Cc1cc(C)cc(NC(=O)COC(=O)CC2CCCC2)c1,1
CN1N(C(=O)C(=C1C)NC(=O)Nc2cccc(c2)C#N)c3ccccc3,1
Clc1ccc(cn1)C(=O)OCC(=O)NC2CCCc3ccccc23,1
Fc1ccc(CC(=O)Nc2nccs2)cc1,1
COc1ccc(cc1)C(=O)Nc2ccc(cc2)C3CC3(Cl)Cl,0
CN(c1ccccc1)c2nc(N)c(c(NCCO)n2)N(=O)=O,1
COc1ccc(NC(=O)CN2C=Nc3ccccc3C2=O)cc1OC,1
Brc1ccc(cc1)c2cc3NC=NC(=O)c3s2,0
CN(C)S(=O)(=O)c1ccc(C)c(NC(=O)Nc2ccccc2)c1,0
Cn1cc(C(=O)N\N=C\c2ccc(cc2)N(=O)=O)c3ccccc13,0
Oc1ccc(cc1)C2N(C(=O)C3=C2C(=O)c4ccccc4O3)c5nccs5,0
CSC1=NC(=O)C2=C(NC(=O)CC2c3cccc(Cl)c3)N1,0
CC(C)(C)C(=O)N1CCN(CC1)C(c2ccccc2)c3ccccc3,1
CC(C)(C)c1ccc(cc1)C(=O)O\N=C(/N)\c2ccccn2,0
N(Nc1ccccn1)\C=C\2/C=Nc3ccccc23,1
CCOc1ccc(N\C=C\C(=O)c2ccccc2)cc1,0
FC(F)(F)c1ccc(c(NC(=O)c2cn3ccccc3n2)c1)n4cncn4,0
COc1ccc(\C=C\C(=O)NC(=S)Nc2ccccn2)cc1,0
CCc1ccccc1NC(=O)C2CCN(CC2)S(=O)(=O)C,1
O=C1CSC(N1CCc2ccccc2)c3cccc(c3)N(=O)=O,1
CCCN1C(=O)C(=C(O)c2ccccc12)C(=O)NCc3occc3,0
CC(C)Cn1nc(NC(=O)C(C)(C)C)c2cc3cc(C)ccc3nc12,0
COc1ccc(\C=C\c2nnc(NC(=O)CC(C)C)s2)cc1,0
O=C(COC(=O)c1cccs1)NC2CCCC2,1
Brc1ccccc1NS(=O)(=O)Cc2ccccc2,1
OC(=O)C1C2CC(C=C2)C1C(=O)Nc3cccc(Cl)c3,1
CC(=O)Cc1nsc(NC(=O)c2ccccc2Cl)n1,1
CN(C)C(=O)CSc1nnc(c2ccc(F)cc2)c3ccccc13,0
COc1c(C)cccc1C(=O)NCCCNC(=O)c2ccc(C)nc2,1
OC(=O)CCc1[nH]c2ccccc2c1Sc3ccccc3,1
COc1ccc(cc1)N(C)S(=O)(=O)c2cccc(c2)C(=O)OCC(=O)N(C)c3ccccc3,0
NC(=O)Cc1nc(cs1)c2ccc(F)cc2,1
C\C(=N\NC(=O)c1ccc2OCCOc2c1)\C=C\C=C\c3ccccc3,0
Fc1cccc(Cl)c1\C=C\c2cnc3ccccc3n2,0
OC1=C(C(=O)N(c2ccccc2)c3ccccc13)c4ccccc4,1
FC(F)(F)c1ccc(cc1)c2csc(n2)c3oncc3,0
Oc1cc(cc(c1O)N(=O)=O)C(=O)c2ccccc2F,1
CCOc1ccc(CNC(=O)CCc2cn(C)c3ccccc23)cc1,0
CN(\N=C\Cc1nnnn1c2ccc(Cl)cc2)c3ccccc3,0
COc1ccccc1CNC(=O)COC(=O)c2nccnc2N,1
Clc1ccc(CN2C=CC=CC2=CN(=O)=O)cc1,1
Clc1ccccc1COc2ccccc2\C=N\NC(=O)c3cccnc3,0
Cc1ccc(cc1)C(=O)Nc2c(C)cc(C)c3cccnc23,0
COc1ccc(cc1OC)C2N(CCCN3CCOCC3)C(=O)C(=O)/C/2=C(\O)/c4ccc(F)cc4,1
Cc1ccc(cc1)C(=O)NNC(=O)Cn2nnc3ccccc23,1
FC(F)(F)C1=NCCN(C=C1)C(=O)c2ccc(cc2)N(=O)=O,1
COc1ccccc1n2cc(c3ccccc3)c4C(=S)N=CNc24,1
CC(C)C[C@H](N)C(=O)NN\C=C/1\C(=NC(=O)NC1=O)C,1
COc1cc(OC)cc(c1)C(=O)N[C@@H](C(C)C)C(=O)NC2CCCc3ccccc23,0
Fc1ccc(CNC(=O)CSc2nc3ccccc3[nH]2)cc1,1
O=C1N(CC2CCCO2)C(=O)c3cc(cc4cccc1c34)N(=O)=O,0
Nc1cnn(Cc2ccc(F)cc2)c1,1
O=C(CSC1=NNC(=O)N1C2CC2)Nc3ccccc3,1
CC(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)O,1
COc1ccccc1\C=N/Nc2ccccc2N(=O)=O,0
CC(C)c1ccc(NC(=O)COc2ccc(cc2)C3SCCS3)cc1,0
CC(OC(=O)c1ccccc1)C(=O)NCc2occc2,1
O=C1N2CCCCCC2=Nc3cc(sc13)c4ccccc4,1
Cc1ccc(cc1)C(=O)Nc2ncc(s2)N(=O)=O,1
CCCN(Cc1oc(C)cc1)Cc2oc(C)cc2,0
COCCOc1ccc(cc1N)C(F)(F)F,1
CN(Cc1cn(C)nc1c2cccc(Cl)c2)Cc3nccn3C,1
FC(F)(F)COCc1oc(cc1)C(=O)N2CCCC2,1
NN=C1c2cc(ccc2c3ccc(cc13)N(=O)=O)N(=O)=O,0
COc1ccc(NC(=O)NCc2ccc(Cl)cc2)cc1,0
Cc1ccc(CC2=CC(=NNC2=O)c3ccc(F)cc3)cc1,0
Fc1ccccc1OCC(=O)Nc2nc(cs2)c3ccccn3,0
COc1ccc(\C=N\n2cnnc2)cc1Br,1
CN1C(=S)SC(\[N+](=C\c2c(F)cccc2Cl)\[O-])C1(C)C,1
CC(C)[C@H](NC(=O)c1ccccc1F)C(=O)Nc2ccc(F)c(F)c2,0
CC(C)NC(=O)C1CN(CCc2ccc(C)cc2)C(=O)C1,1
O=C1NN=C(C=C1)c2oc(cc2)S(=O)(=O)Nc3ccccc3,1
Cc1ccc(cc1C)N2CC(CC2=O)C(=O)Nc3ccc4OCOc4c3,0
Cc1cc(C)cc(NS(=O)(=O)c2csc(c2)C(=O)N)c1,1
COc1cc(OC)cc(c1)C(=O)NCCOC23CC4CC(CC(C4)C2)C3,1
Clc1cnccc1NC(=O)COc2ccccc2,1
COc1ccc(cc1OC)C(=O)NCC(=O)N2CCCCC2,1
CCOC(=O)CSc1nnc(Cn2nnc3ccccc23)n1c4ccc(F)cc4,1
COC1=CC(=O)\C(=C\2/NC(=NC=C2c3ccc(Cl)cc3)C)\C=C1,0
Cn1c(CNc2ccc(F)cc2)nc3ccccc13,1
OC(=O)c1ccccc1N2C(=O)c3cccc4cccc(C2=O)c34,1
CC1=Nc2sc3CCCCCc3c2C(=O)N1,0
O=C(Nc1cccc2ncccc12)C(c3ccccc3)c4ccccc4,0
Cc1nc2Oc3ccc(F)cc3C(=O)c2cc1C(=O)O,1
NC(=NC(=O)c1cccc(c1)C(F)(F)F)c2ccc(cn2)C(F)(F)F,0
C1COCCOCCN(CCOCCOCCO1)c2ccccc2,1
