smile,solub
CC(CN1C(C)CCCC1C)OC(=O)c2ccc(F)cc2,1
CC(C)Cc1ccc(cc1)C(C)C(=O)Nc2ccccc2O,0
Cc1cc(C)cc(OCCn2nnc3ccccc23)c1,0
Brc1cnc2nc(SCc3nc4ccccc4[nH]3)[nH]c2c1,0
COc1cccc(c1)\C(=N\OC(=O)Cc2ccccc2N(=O)=O)\N,1
CC(C)(CO)NC(=O)C12CC3CC(CC(Br)(C3)C1)C2,1
CCOC(=O)c1cn2ccc(C)cc2n1,1
Cn1cccc1CNC(=S)Nc2ccccc2Cl,1
Clc1ccc(cc1NC(=O)CN2C(=O)NC3(CCCC3)C2=O)S(=O)(=O)N4CCCCC4,1
COc1cc(cc(OC)c1OC)C(=O)N[C@@H](C(C)C)C(=O)NC2CCCc3ccccc23,0
CSc1oc(nn1)c2ccc(NC(=S)N)cc2,1
CC1CCCN(C1)C2(O)C(=O)Nc3ccc(Br)cc23,1
CCOc1ccc(cc1OC)C2N(C)C(=O)N(C)C(=C2N(=O)=O)C,1
Cc1ccc(cc1)N2C(=O)c3ccccc3C(C)(C)C2=O,1
O=C(N\N=C\1/C(=O)N(Cc2ccccc2)c3ccccc13)c4ccncc4,0
Fc1ccc(cc1)S(=O)(=O)Nc2nnc(s2)C3CCCCC3,1
CC1C(=NNc2nc3N(C)C(=O)N(C)C(=O)c3n12)c4ccccc4,0
COC(=O)c1ccccc1C(=O)N2CC(O)CO2,1
OC(=O)CN1C(=O)N(Cc2ccc(cc2)C(F)(F)F)C(=O)C1=O,1
NS(=O)(=O)c1ccc(NN\C=C/2\C=CC=N2)c(c1)N(=O)=O,0
COc1ccccc1C2CCN(Cc3ccccc3)CC2,1
CC(=O)N1CCN(CC1)c2ccc(c(NCc3cccnc3)c2)N(=O)=O,1
Fc1cccc(Cl)c1CN2C(=O)c3ccccc3S2(=O)=O,0
FC(F)(F)c1cnc2N(C(=S)Nc2c1)c3ccc(Cl)cc3,0
COc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CC3,1
Cc1cc(C)cc(NC(=O)Nc2ccc(cc2)N3CCCCC3)c1,0
CC(=O)N1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)c3ccccc3C(F)(F)F,1
CN(C)c1ccc(cc1)C(=O)NNC(=O)C23CC4CC(CC(C4)C2)C3,1
S=C(Nc1ccc(Oc2ccccc2)cc1)N3CCOCC3,1
Brc1ccccc1C(=O)Nc2cccc3CCCCc23,0
CC(Oc1ccc(Cl)cc1Cl)C(=O)NNC(=O)C(=O)N2CCCC2,1
NC(=O)c1cc(cs1)S(=O)(=O)NCc2ccccc2,1
COC(=O)c1ccccc1NC(=O)c2sc(Cl)nc2C,1
Fc1ccc(\C=C\2/SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc1,1
O=S(=O)(NC1CCCCCCC1)c2ccccc2,1
CCOc1ccccc1NC(=O)Nc2ccncc2,1
CCOc1ccc(cc1)c2cc(C(=O)NNC=C3C=CC(=O)C=C3)c4ccccc4n2,0
CCC(CC)c1nnc(NC(=O)C2=NNC(=O)CC2)s1,1
COc1ccc(cc1)C(=O)NCc2c(C)oc(C)c2C(=O)O,1
O=N(=O)c1ccccc1\C=N\OCc2ccccc2,0
Cc1ccc(cc1)S(=O)(=O)CC(=O)c2ccc(cc2)N(=O)=O,0
CN(C)CCNC(=O)CCN1N=C(C=CC1=O)c2ccc(Cl)cc2,1
C\C(=C/1\C=CC=CC1=O)\NNC2=N\C(=C\3/C=CC=CC3=O)\NC(=C2)C,0
CN(C)\C=C\1/Oc2ccc3ccccc3c2C1=O,0
COc1ccc(cc1OC)c2ccc(SCc3ccccn3)nn2,1
Cc1ccc(C)c(OCCCN2CCNCC2)c1,1
CC1(C)C(CCC1(C)C(=O)O)C(=O)Nc2ccc(Cl)c(Cl)c2,1
COc1ccc(NC(=O)Cn2cc(C(=O)C)c3ccccc23)cc1,0
C\C(=C/1\C=C(F)C=C(F)C1=O)\NNC(=S)NCC(C)(C)C,0
Clc1ccc(OCC(=O)Nc2ccncc2)c(Br)c1,0
Cc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1C,1
CC(O)Cn1nc(nc1N)N(=O)=O,1
COC(=O)CSc1ncnc2c3cc4COC(C)(C)Cc4nc3sc12,0
O=C(N\N=C\c1ccc2OCOc2c1)C3CC3,1
O=C(CSc1ncccn1)NC(=O)c2ccccc2,1
COc1cc(OC)cc(c1)C(=O)N[C@@H](C(C)C)C(=O)OCC(=O)c2c[nH]c3ccccc23,0
C\C(=N\NC(=O)c1ccccn1)\CC(=O)NCc2ccccc2Cl,1
CC(=O)N(CC1=CC(=O)Nc2ccccc12)c3ccc(C)cc3C,1
Cc1ccc(Cl)c(OCC(=O)Nc2cccnc2)c1,1
O=C(Cc1noc2ccccc12)NNC(=S)Nc3ccccc3,1
COc1ccc(\C=C\C(=O)ONC2=NCCCCC2)cc1OC,1
CCCCN1C(=O)C(=C(O)c2ccccc12)C(=O)C,1
CN(C)C(=O)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,1
COc1ccc(cc1OC)C(=O)c2cnc[nH]2,1
Cc1cnc(NC(=O)c2ccncc2)s1,1
Cc1ccc(cc1)C(=O)NCCc2ccccc2,1
COc1ccccc1\C=N\OC(=O)c2ccc(F)cc2,0
Cc1ccc(C)c(c1)n2ccnc2SCC(=O)N,1
OC(=O)C1C2CC(C=C2)C1C(=O)NCc3cccc(Cl)c3,1
Cc1sc2N=C(COC(=O)c3ccc(O)cc3)NC(=O)c2c1C,0
Clc1ccccc1\C=N\NC(=O)C(=O)NCCCN2CCOCC2,1
CS(=O)(=O)Cc1ccc(cc1)C(=O)NC2CCCc3ccccc23,0
CCOC(=O)Cc1csc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)n1,0
COc1ccc(CCNc2ncccc2C#N)cc1OC,1
C#CCn1c(nc2ccccc12)c3cccs3,1
COc1cc(CNC(C)(C)C)ccc1OCC(=O)NC(C)(C)C,1
OCC1(Cc2ccccc2)CCN(Cc3ccccn3)CC1,1
O=C(Nc1ccc2[nH]ccc2c1)c3ccccc3,1
O=C(CSc1oc(Cc2ccccc2)nn1)Nc3ccccc3,0
CCn1c(C)c(C(=O)NCCc2ccccc2)c3cc(OC)ccc13,1
NC1=NN=C(C2CC2)/C/1=N/Nc3ccc(Cl)c(Cl)c3,0
O=N(=O)c1ccc(CN2CCC(=CC2)c3ccccc3)cc1,0
O\N=C/c1ccc2noc(c3ccc(Cl)cc3)c2c1,0
Cc1cc(C)n2nc(cc2n1)c3ccccc3,0
CN(Cc1ccccc1)C(=O)COC(=O)C2=CC(=O)c3ccccc3O2,1
CC1=CC(=O)N=C(Nc2cccc(Br)c2)N1,1
CCC(C)NC(=O)CN1C(=O)NC2(CCOc3ccccc23)C1=O,1
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,1
Clc1ccc(cc1)S(=O)(=O)Nc2ncccn2,1
O=C(CN1C(=O)NC2(CCCCC2)C1=O)NCCc3ccccc3,1
O=C(NCCc1ccccc1)C2CCC(=O)N2CCc3ccccc3,1
COc1ccc(CC(=O)Nc2cccc3CCCCc23)cc1,0
COc1ccc(cc1)N2C(=O)C3CCCN3C2=S,1
O=C1NN(C(=O)C=C1)c2ccccc2,1
CC(C)(C)c1ccc(NC(=O)CSC2=NNC(=O)N2C3CC3)cc1,1
CCNC(=S)Nc1ccc(OCc2nc3ccccc3s2)cc1,0
CC(=O)c1cccc(NC(=O)c2ccc3OCOc3c2)c1,0
Cc1cc[n+](c2ccccc2)c3ccccc13,1
Fc1ccc(cc1)C(=O)CSC2=NNC(=O)N2C3CC3,1
Cc1ccc2C=C(CCNC(=O)CCCc3ccccc3)C(=O)Nc2c1,0
OC(=O)C1CCN(CC1)S(=O)(=O)Cc2ccccc2,1
C[n+]1cn(Cc2ccc(cc2)C#N)c3ccccc13,1
COc1cc(NC(=O)c2occc2)c(OC)cc1NC(=O)C3CC3,0
COc1ccc(C2NC(=O)CCC2N(=O)=O)c(OC)c1,1
CC(C)(C)C1COc2ccccc2N1C(=O)c3cccc(Cl)c3,0
CCN(CC)C(=O)CSC(=C(C#N)C#N)Nc1cccc(F)c1,1
CN(C)C=NC(=O)c1cc(c[nH]1)C(=O)c2ccc(F)cc2,1
OC(=O)C1=CC2=NC(CC(N2N1)C(F)(F)F)C3CC3,1
COc1ccc(CCNC(=O)Nc2ccc(F)cc2F)cc1OC,0
CC1(C)OC(=O)N(NCc2ccccc2)C1(C)O,0
Cc1onc(NS(=O)(=O)c2cccc(c2)N(=O)=O)c1,1
COCCCN1C(=NC(=O)C)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)C#N,1
COc1cccc(c1)N(C(=O)C)C2=NCCCS2,1
ClC1=CN(CC=C)C(=O)C(=C1)C(=O)Nc2ccccc2,0
COc1ccc(OC)c(c1)N=C(N)N=C(N)N,1
Fc1ccc(cc1F)c2csc(NC(=O)c3cnccn3)n2,0
CCCOc1nc2ccccc2cc1\C=C\C(=O)O,0
COc1cc2NC(=S)N(Cc3ccc(C)cc3)C(=O)c2cc1OC,0
O=C(C1CC1)N(CC2=NC(=O)c3ccccc3N2)Cc4cccs4,1
CCCC1=CC(=O)N=C(N1)SCC(=O)NCc2ccc3OCOc3c2,1
Cc1c(Cl)cccc1N2C=NC(=O)c3ccccc23,1
Cc1onc(c1NC(=O)NC2CCSC2)c3c(Cl)cccc3Cl,1
CC1=C(CCO)C(=O)NN1S(=O)(=O)c2ccccc2,1
CC(NC(=S)NC(=O)c1ccccc1)c2ccccc2,0
COc1ccc(cc1)c2c(C)nn3c(C)cc(C)nc23,1
CCc1nn2c(NCCOC)cc(C)nc2c1c3ccc(F)cc3,1
CCOC(=O)c1cc(nc(SC)c1C#N)C(C)(C)C,0
COc1cccc(c1)C2CCCCN(C)C2=O,1
CCN(Cc1ccncc1)C(=O)c2cccc(c2)S(=O)(=O)N3CCCCC3,1
Clc1ccc(N2CCOCC2)c(NC(=O)c3ccncc3)c1,1
COc1ccc(C(=O)OCC(=O)NC2CCCC2)c(OC)c1OC,1
Cc1ccc(cc1)C2=Nc3ccccc3C(=O)O2,0
CCOC(=O)c1csc(n1)c2snnc2C,1
COc1ccccc1C2CCN(Cc3cccc4ccccc34)CC2,0
CSc1nccc(NC(=O)c2ccc(cc2)C(C)(C)C)n1,0
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,1
NC(=O)COC(=O)CNC(=O)c1sc2ccccc2c1Cl,1
FC(F)(F)C1(NC(=O)c2occc2)NC(=O)N(C3CCCCC3)C1=O,1
COC(=O)C1CCN(CC(=O)NC(=O)Nc2ccccc2F)CC1,1
Cc1cc(C)c(NC(=O)CCCN2CCCC2)c(C)c1,1
COc1ccc(NC(=O)N2CCc3ccccc3C2)c(OC)c1,1
C\C(=N/NC1=NCCN1)\c2ccccc2,1
Cc1ccc(NC(=O)c2cccs2)cc1N(=O)=O,0
CC(C)(C)c1ccc(OCc2oc(cc2)C(=O)NN)cc1,0
CCS(=O)(=O)c1nc2ccccc2n1Cc3ccccn3,1
FC(F)(F)c1cc(Cl)ccc1NC(=O)CN2CCCC2,1
O=C(NCCCn1ccnc1)\C(=C\c2occc2)\NC(=O)c3cccs3,1
CC(OC(=O)CCCC(=O)Nc1ccc(F)cc1)C(=O)c2ccccc2,1
CCCCOc1ccc(cc1)C(=O)OCC(=O)C2=C(N)N(C)C(=O)N(C)C2=O,0
COc1cccc2C=C(C(=O)NCCc3ccccc3)C(=O)Oc12,0
COc1ccc(cc1c2nnc3c4ccccc4c(C)nn23)S(=O)(=O)N,0
COC(=O)c1cc(nc2NC(=NC(=O)c12)SC)c3ccccc3,0
FC(F)(F)C1CCCN(C1)C(=O)CNC(=O)c2ccc(Oc3ccccc3)cc2,1
CCc1ccc(NC(=S)N2CCCCCCC2)cc1,1
O=C1\C(=C\c2cccnc2)\CC/C/1=C\c3cccnc3,1
CC(=O)CN1C=Nc2c(cnn2c3ccc(C)c(C)c3)C1=O,1
COc1ccc(\C=C\C(=O)OCC(=O)N(C)CC(=O)Nc2ccc(C)cc2)c(OC)c1,0
Cc1ccc(O)c(NC(=S)NC(=O)\C=C\c2ccccc2)c1,0
NC(=O)c1cc(cs1)S(=O)(=O)N2CCc3ccccc3C2,0
CC1CCCCN1C(=O)c2c(Cl)cnn2C,1
COc1cccc(NC(=O)C(N2CCCC2)c3ccccc3)c1,1
CC(C)[C@H](NC(=O)NCc1ccc(F)cc1)C(=O)O,1
COCC(C)Nc1ccc(cc1N(=O)=O)S(=O)(=O)N2CCCC2,1
CCN1CCCC1CNS(=O)(=O)c2ccc(F)c(Cl)c2,1
NS(=O)(=O)c1ccc(NC(=O)Nc2cccc3ccccc23)cc1,0
O=C(COC(=O)c1oc(cc1)N(=O)=O)N2CCc3ccccc23,0
CC(C)c1nc2sc3C(=O)N=CNc3c2c4CCCCc14,0
COc1cccc(CNc2cc(C)ccn2)c1O,1
Cc1ccc(cc1)C(=O)NCCCNC(=O)c2cccnc2,1
CN(C1CCS(=O)(=O)C1)C(=O)CSc2nc(C)nc3ccccc23,1
CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3,1
CCC(=O)c1ccc(OCC(=O)Nc2nc(C)cs2)cc1,0
CC(=O)Nc1cccc(c1)C(=O)OCN2C(=O)c3ccccc3C2=O,0
CCCCOc1ccc(CCC(=O)N\N=C\c2occc2)cc1,1
COc1cc(CN2CCSCC2)c(cc1OC)N(=O)=O,1
CC1=C\C(=N/Nc2ccc(C)cc2C)\C(=O)C=C1,0
CC(NC(=S)N1CCN(CC1)c2ccccc2)c3ccccc3,0
CSCCC(NS(=O)(=O)\C=C\c1ccccc1)C(=O)O,1
Cc1cccc(NCc2ccc(Br)cc2)n1,1
CN1C(=S)N(C)C(=O)C(=CNN2CCOCC2)C1=O,1
Cc1ccc(cc1)C(=O)NCCONC(=O)c2ccc(C)cc2,1
Cc1ccnc(SCC(=O)N2CCCc3ccccc23)n1,1
CC(C)c1nc2ccccc2n1CC=C,1
CCOc1ccc(cc1)N(C)CC2=CC(=O)Oc3ccc(OCC)cc23,0
Cc1ccc(c(C)c1)n2nc3ccc(N)cc3n2,1
CC1=CC(=O)N=C2NN=C(N12)c3ccc(Cl)cc3,1
Oc1cccc(\C=N\Nc2nn3cnnc3c4ccccc24)c1,0
Cn1c(COc2ccc(F)cc2)nc3ccccc13,1
O=C(COc1ccccc1C#N)Nc2ccc3OCCOc3c2,1
C(C1CCCCC1)c2onc(n2)c3ccccn3,1
CCCS(=O)(=O)NCCc1csc(n1)c2ccc(OC)c(OC)c2,1
Clc1ccc(CSc2nnc(s2)c3ccncc3)cc1,0
CS(=O)(=O)N(CC(=O)N1CCCCCC1)c2cccc(c2)N(=O)=O,1
CC(C)OP(=O)(OC(C)C)C(O)c1ccc(cc1)N(C)C,1
COc1ccccc1\C=N\Nc2cc(C)nc3ccc(C)cc23,1
COc1cc2ccccc2cc1C(=O)NC3CCCCC3,1
O=C(NCC1CCCCC1)C2=CNC(=O)C=C2,1
CC1CC(C)CN(C1)c2ccc(nc2)N(=O)=O,1
Oc1c(CN2CCOCC2)ccc3ccccc13,1
Cc1nnc(SCc2nc3ccccc3s2)n1N,1
O=C1NC(Oc2ccccc12)c3ccccc3,1
C=CC[N+]1=C2CCCCCN2c3ccccc3C1=O,1
CN1CCN(CC1)NC(=O)Nc2ccc(C)c(C)c2,1
OC(=O)C1CCCN(C1)S(=O)(=O)c2ccc(Br)s2,1
CC(OC(=O)CN1C(=O)c2ccccc2C1=O)C(=O)NC3CCCCC3,1
Cc1ccc(cc1)C2=NN(CC#C)C(=O)SC2,0
CCOc1nc(c2ccccc2)c3cc(C)ccc3n1,0
O=C(COc1ccccc1)N2CCN(CC2)c3ncccn3,1
CCN(C(=O)COC(=O)c1oc(cc1)N(=O)=O)c2cccc3ccccc23,1
CC(=O)c1ccc(cc1)N=C2SCCCN2C(=O)C3CCCCC3,1
CC(CCc1ccccc1)NCC#N,1
Cc1ccc(OCC(=O)O\N=C(/N)\c2cccc(c2)N(=O)=O)cc1C,0
Cc1cc(\C=C/2\NC(=O)NC2=O)c(C)n1c3ccc(cc3)C#N,0
CC(C)C(=O)NNC(=O)CSc1nnnn1C(C)C,1
COC(=O)c1sccc1S(=O)(=O)Nc2ccc(Cl)cc2,1
O=C(CC(c1occc1)c2ccccc2)N3CCCCC3,1
C\C(=N/NC(=O)c1ccc(O)cc1)\c2oc3ccccc3c2,0
CCOC(=O)c1csc(NC(=O)CN2CCCCC2)n1,1
Cc1nn(C)c(C)c1NC(=O)COc2ccccc2C#N,1
Cc1oc(CCC(=O)Nc2ccc(cc2)N(=O)=O)cc1,1
O=C(CSc1n[nH]c(n1)c2occc2)Nc3ccccc3C#N,1
CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccccc3,0
COc1ccc(NC(=O)CON=CC(=O)Nc2ccc(C)cc2)c(OC)c1,0
CC1=C\C(=C\2/NNC(=C2)C(=O)NCc3ccc(C)cc3)\C(=O)C(=C1)C,0
Cc1c(cccc1N(=O)=O)C(=O)OCC(=O)N2CCCC2,1
Cc1onc(c2ccccc2Cl)c1C(=O)N3CCCC3,1
Cc1cc(C)n(CCC(=O)N2CCc3ccccc23)n1,1
CC(C)N(Cc1ccccc1)C(=O)COC(=O)c2cc(ccc2N3CCCC3)S(=O)(=O)N(C)C,0
Cc1ccc(cc1C(=O)N2CCCC2)S(=O)(=O)N3CCOCC3,1
CCN1C(=Nc2ccccc2C1=O)SCC#N,1
C1CC(C2=NCCN2)c3ccccc3C1,1
OC(CNc1nc(nc2ccccc12)C(F)(F)F)c3ccccc3,0
Cc1cccc(OCC(=O)NCc2ccccc2)c1,1
CC1(C)NC(=O)N(CC(=O)OCC(=O)c2ccc(Br)s2)C1=O,1
Cn1cnc(NCc2ccccc2)c1N(=O)=O,0
CC1=C(NC(=O)N=C1)SCc2cccc(c2)C(F)(F)F,0
CCOc1ccc(Nc2ncnc3c2cnn3C)cc1,1
CCN1C(=O)c2ccc(cc2C1=O)C(=O)Nc3ccc4OCOc4c3,0
CN(C(=O)COC(=O)c1cc[n+]([O-])cc1)c2ccccc2,1
CC1=Nc2cc(ccc2Sc3c(C)ccc(C)c13)C(=O)O,1
CC(C)N(Cc1ccccc1)C(=O)CN2C(=O)NC3(CCOc4ccccc34)C2=O,1
CC1CCCCC1NC(=O)COC(=O)c2c(C)onc2C,1
Cc1ccc(NC(=O)O\N=C\c2ccc(F)cc2)cc1,1
COc1ccc(\C=N\NC(=O)C2CC2)c(OC)c1OC,1
O\N=C\1/Oc2ccccc2CC1C(=O)Nc3ccc(Br)cc3,0
O=C(NC(=S)Nc1ccccn1)c2cccc(c2)N(=O)=O,0
CN(C1(C)CCS(=O)(=O)C1)S(=O)(=O)c2cccc(c2)N(=O)=O,1
CN(CC(=O)Nc1ccc(Cl)c(c1)C(F)(F)F)C(=O)COC(=O)C2CC3CCCC(C2)C3=O,1
COCC(=O)Nc1nc(cs1)c2ccc(cc2)c3ccccc3,0
Fc1ccccc1CNC(=O)C23CC4CC(CC(C4)C2)C3,0
O=N(=O)c1cnccc1NC2CCCCC2,1
Cn1c(SCC(=O)N)nnc1c2ccc(cc2)C(C)(C)C,1
COc1ccc(cc1C)S(=O)(=O)n2c(C)nc3ccccc23,1
COc1ccc(cc1)C(=O)N[C@@H](C(C)C)C(=O)NCCc2ccc3OCCOc3c2,1
Cc1cc(C(=O)Nc2ccccc2)c3ccccc3n1,0
Clc1ccc(Cl)c(c1)C(=O)Nc2cccnc2,1
CCOC(=O)CN1N=C(C)N(C1=O)c2cccc(Cl)c2,1
CC(N1C(=O)c2ccccc2C1=O)C(=O)Nc3ccccc3,1
Fc1ccc(NC(=O)Nc2nnc(Cc3ccccc3)s2)cc1,0
CC(C)NC(=O)COC(=O)CN1NC(=O)c2ccccc2C1=O,1
Cc1nc2Oc3ccc(Cl)cc3C(=O)c2cc1C(=O)O,1
CCOC(=O)NC(=S)Nc1ccc(cc1)C(C)(C)C,0
O=N(=O)c1ccccc1S(=O)(=O)c2ccccc2,1
CCN1CCN(CC1)c2ccc(cn2)S(=O)(=O)N3CCCC3,1
CC(=O)Nc1cccc2C(=O)N(C(=O)c12)c3ccccc3OC(=O)C,1
CC(NC(=O)c1occc1)C(=O)OCc2cccc(c2)C(F)(F)F,1
CCC1CC(CSC(=N)N)OC1=O,1
Cc1cc(Cl)ccc1NNC(=O)c2snnc2C,0
CC1=CN2C(=NC=C(C(=O)N3CCN(CC3)c4ccccc4F)C2=O)S1,1
CCOP(=O)(OCC)C(Nc1ccc(F)cc1)c2ccccc2,1
COc1cccc(NC(=O)Nc2ccc3OCOc3c2)c1,0
CC(C)c1nc(SCC(=O)NC(=O)NC(C)(C)C)n[nH]1,1
CC(CC12CC3CC(CC(C3)C1)C2)NCc4ccccc4O,1
COc1ccccc1C(=O)N\N=C(/C)\CC(=O)Nc2ccc(Cl)cn2,0
Clc1ncccc1C(=O)OCc2ccccc2,1
O=C(Nc1cccc(c1)S(=O)(=O)N2CCCC2)c3occc3,1
COc1ccccc1C(=O)NC(CCSC)C(=O)Nc2ccc(C)c(c2)S(=O)(=O)N3CCOCC3,1
Cc1ccc(cc1)C2=NN(Cc3ccc(F)cc3Cl)C(=O)C=C2,0
CO\N=C(/N)\c1nonc1N,1
COc1ccc(cc1S(=O)(=O)NC2CCCC2)C(=O)NCc3ccccc3C,1
C(N1CCN(Cc2ccc3ccccc3c2)CC1)c4ccccc4,1
O=C1COc2ccc(cc2N1)S(=O)(=O)N3CCCCCC3,1
COc1ccc(cc1)n2nc3CSCc3c2NC(=O)CCCCl,1
CC(NC(=O)c1oc(Br)cc1)C2CC3CCC2C3,1
C\C(=N/NC1=NC(=O)C(CC(=O)O)S1)\c2ccccn2,1
CCc1nc(Nc2cccc(O)c2)c3oc4ccccc4c3n1,0
Fc1ccc(NC(=O)COC(=O)C2=CC(=O)Nc3ccccc23)c(F)c1,1
CC(=O)Nc1ccc2nc(NC(=O)CN3CCOCC3)sc2c1,1
Fc1ccc(CNc2ccccn2)cc1,1
CC(=O)C1=C(CCCC1=O)NCc2nc3ccccc3[nH]2,1
CC(C(=O)O)c1ccc(cc1)N2Cc3ccccc3C2=O,1
CCCCNC(=S)NN\C=C\1/C=CC=C(OCC)C1=O,0
COc1ccc(CNc2ncnc3ccccc23)cc1,1
COc1cc(cc(OC)c1OC)C(=O)OC(C)C(=O)Nc2ccc3OCCOc3c2,0
CSc1ncccc1C(=O)OCc2c(F)cccc2Cl,0
CCCC(=O)Nc1ccc(cc1)c2csc(n2)c3cccnc3,0
CN(C(=O)CSC(=O)c1ccccc1)c2ccccc2,1
CCn1ccnc1CN(C)Cc2onc(n2)c3ccccc3,1
CC(C)(C)CC(=O)NCCCN1CCOCC1,1
CCCn1nnnc1NCc2c(Cl)cccc2Cl,1
OC(=O)CCCCCNC(=O)C(=O)C1C(=O)Nc2ccccc12,1
C(CN1CCN(CC1)c2ccccn2)Cc3ccccc3,1
COc1cccc(NC(=O)c2ccccc2NC(=O)c3ccncc3)c1,1
COc1ccccc1N2C(=O)S\C(=C/c3ccc(C)s3)\C2=O,0
CN1C(=Nc2ccccc2C1=O)SCc3ccccc3Br,0
CSc1ccccc1NC(=O)COc2ccccc2C,0
OC(=O)\C=C\C(=O)Nc1nc(cs1)c2ccc3ccccc3c2,1
CN(CC(=O)Nc1ccc(C)cc1)C(=O)C2COc3ccccc3O2,1
CCn1ncc(Br)c1C(=O)NC2CCCCCCC2,1
CCN(CC)C(=O)Oc1cc(OC)cc(OC)c1C=O,1
COc1ccc(\C=C\C(=O)O)cc1S(=O)(=O)NCc2occc2,1
CCN1CCN(CC1)C(CNS(=O)(=O)c2cccs2)c3cccnc3,1
C(C1CCCCN1)c2ccccc2,0
COc1ccccc1NC(=O)CSc2nnc(C)s2,1
NC(=O)c1ccc[n+](CC(=O)c2ccc(Br)cc2)c1,1
CCSc1nnc(NC(=O)c2c(C)onc2C)s1,1
CCOc1ccc(NC=Nc2ccc(OCC)cc2)cc1,1
COc1cc(\C=N\NC(=O)C[n+]2ccccc2)cc(OC)c1OC(=O)C,1
Clc1cccc(Cl)c1C(=O)Nc2ccncc2,0
CC(C)(C)C(O)CN1CCCC1,1
Cc1ccc(NC(=O)C(=O)NCCCN2CCOCC2)c(C)c1,1
CC1=NN2C(=NC1=O)NNC2(C)C(C)(C)C,1
CC(=O)c1ccc(cc1)N=C2SCCCN2C(=O)C3CCCC3,1
CN1CCSc2ccc(cc12)C(=O)Nc3ccc(Cl)cc3,0
O=C(Nc1cccnc1)c2ccccc2c3ccccc3,1
COc1ccc2ccccc2c1S(=O)NC3CC3,1
Clc1ccc(NC(=O)CSc2ccccn2)cc1N(=O)=O,0
CCOC(=O)N1CCN(CC1)C(=O)c2ccc(OCC)cc2,1
O=C(NC(=S)N1CCN(C\C=C\c2ccccc2)CC1)c3occc3,1
Clc1ccc(NC(=O)COc2cccc(Br)c2)cc1S(=O)(=O)N3CCOCC3,0
Cc1onc(NC(=O)CN2C=Nc3c(nnn3c4cccc(C)c4)C2=O)c1,0
Oc1ccc(cc1C(=O)OCC(=O)Nc2ccc(F)cc2F)S(=O)(=O)N3CCCC3,1
Cc1ccc(cc1)c2cc[n+](Cc3ccccc3)cc2,1
Cc1cc2c(NS(=O)(=O)c3ccc(F)cc3)cccc2nn1,1
COc1ccccc1NC(=O)C2=CC(=O)Nc3ccccc23,1
COc1ccc(cc1C)S(=O)(=O)NCc2cccnc2,1
CC1(C)C2CCC1(C)\C(=N\OC(=O)c3c(F)cccc3F)\C2,1
Cc1ccc(cc1N(=O)=O)C(=O)OCC(=O)NC(=O)c2cccn2C,0
OCc1cc(on1)c2ccc(Cl)c(Cl)c2,1
CC1=NN(C(=O)C1)c2ccc(Cl)cc2,1
Cc1cc(C)nc(Nc2cc(ccc2C)N(=O)=O)n1,0
CCOc1ncccc1C(=O)Nc2ccc3nc(C)sc3c2,0
CCCCCCC(=O)N(O)C1CC(=O)N(C1=O)c2ccc(Cl)cc2,1
Nc1cc(Cl)ccc1N2CCCCC2,0
OC(=O)CCCN1C(=O)c2cccn2c3ccc(F)cc13,1
C\C=C\C(=O)N1c2ccc(C)cc2C(=CC1(C)C)C,0
Clc1cc(C(=O)Nc2nccs2)c3ccccc3n1,0
Brc1ccc(OCC(=O)NNC(=S)NCc2ccccc2)cc1,0
O\C(=C/1\C(=O)Nc2ccccc12)\C(=O)Nc3ccc(F)c(c3)N(=O)=O,1
Cc1ccnc(NC(=O)CNC(=O)c2ccccc2Br)c1,1
CO\N=C(/CCC(=O)O)\c1cccs1,1
Cc1nc2ccc(Br)cc2c(c3ccccc3)c1C(=O)O,1
CC(C)(C)c1ccc(NC(=O)NC2CCCc3ccccc23)cc1,0
CN(C)CCCNc1c2ccccc2nc3ccccc13,1
CCC1(CC)NC(=O)N(Cc2nc3ccccc3s2)C1=O,1
CC(C)CC(=O)N1CCN(CC1)C(=O)c2ccc(F)cc2,1
CC\C(=C/1\C(=O)NC(=O)N(CC=C)C1=O)\NCc2occc2,1
COc1ccc(NC(=O)Cc2ccc(C)c(C)c2)cc1Cl,0
Cc1ccc(SCc2nc3ncccn3c2Br)cc1,1
COc1ccc(OCc2nn[nH]n2)cc1,1
COC1=C\C(=C\NNC2=NCCCCC2)\C=CC1=O,1
CN1C(=O)\C(=C/c2c(C)nn(c2C)c3ccccc3)\N(C)C1=S,1
Cn1nc(c(NC(=O)c2ccc(F)cc2)c1C(C)(C)C)C(C)(C)C,1
